PUBCHEM_CID,Actual_A,Predicted_A,Actual_F,Predicted_F,Endpoint,abs_err_A,abs_err_F,fe_A,fe_F
2471,-0.853871964,-1.7132725269321911,-0.853871964,-1.3597586198137517,Fu,0.8594005629321911,0.5058866558137517,7.234367435682077,3.20543264666526
2474,-1.301029996,-0.7032527751035246,-1.301029996,-1.027419690499708,Fu,0.5977772208964754,0.2736103055002921,3.960748084956521,1.8776312532497796
2528,0.0,-0.2461915001028555,0.0,-0.1885175862340712,Fu,0.2461915001028555,0.1885175862340712,1.762753152754638,1.5435389258162355
2541,-2.602059991,-1.990287964523261,-2.602059991,-1.984655976379644,Fu,0.611772026476739,0.6174040146203559,4.090458835478714,4.143849888234765
2585,-1.698970004,-1.888419132628412,-1.698970004,-1.7293967103395262,Fu,0.18944912862841212,0.030426706339526266,1.5468533016501842,1.072572619960141
2612,-0.610833913,-0.2402891791034797,-0.610833913,-0.2407745297043661,Fu,0.3705447338965203,0.3700593832956339,2.347171017307748,2.3445493755764306
2655,-0.143673977,-0.2503622732831667,-0.143673977,-0.187290703089799,Fu,0.10668829628316667,0.043616726089798996,1.2784633905097498,1.105647596295526
2684,-0.070581069,-0.2251051014799016,-0.070581069,-0.3133014274978977,Fu,0.1545240324799016,0.2427203584978977,1.4273288118313465,1.748720327891711
2708,-0.472370099,-1.972511804480109,-0.472370099,-1.3244558477101267,Fu,1.5001417054801092,0.8520857487101268,31.633096447035367,7.113539521460423
2710,-0.886056648,-1.2184597096425025,-0.886056648,-1.109688002745378,Fu,0.33240306164250255,0.22363135474537799,2.1498247659392224,1.6735217256745385
2732,-0.602059991,-0.498866381598459,-0.602059991,-0.8522893709104935,Fu,0.10319360940154099,0.25022937991049354,1.2682171137344043,1.7792188861960057
2733,-0.073143291,-1.398441972145928,-0.073143291,-1.0608469781024457,Fu,1.325298681145928,0.9877036871024456,21.149430680943407,9.720837586567344
2756,-0.096910013,-0.2798145912586254,-0.096910013,-0.2674602232193243,Fu,0.18290457825862538,0.17055021021932426,1.523717930771694,1.4809834667597435
2762,-0.443697493,-0.784847168599444,-0.443697493,-0.8489125889581516,Fu,0.34114967559944404,0.4052150959581516,2.1935607956491943,2.542231501945185
2764,-0.15490196,-0.1829402240254993,-0.15490196,-0.299437600457756,Fu,0.028038264025499304,0.14453564045775602,1.0666900990744161,1.3948761237126563
2783,-0.301029996,-0.5014850315570311,-0.301029996,-0.8399839662492127,Fu,0.20045503555703104,0.5389539702492127,1.5865546473753567,3.4590271454764006
2801,-1.522878745,-1.0437443816788314,-1.522878745,-1.2652737938194578,Fu,0.47913436332116865,0.2576049511805423,3.0139383411838203,1.8096931861046126
2802,-0.823908741,-1.0780541018679308,-0.823908741,-1.025807062220964,Fu,0.2541453608679308,0.20189832122096407,1.7953344350701192,1.5918359963443776
2806,-1.782715548,-1.719329088259678,-1.782715548,-1.2089338780482028,Fu,0.0633864597403222,0.5737816699517972,1.1571414739791828,3.747845418757093
2879,-0.486928866,-0.3909306456219282,-0.486928866,-0.686174534717509,Fu,0.09599822037807182,0.19924566871750898,1.2473784028114165,1.582142761829322
2907,-0.096910013,-0.0378106822863137,-0.096910013,-0.0375699429343729,Fu,0.0590993307136863,0.0593400700656271,1.1457749701749043,1.1464102754797507
2942,-0.005096556,-0.0772514805705051,-0.005096556,0.0512335116638044,Fu,0.0721549245705051,0.056330067663804405,1.1807417630081793,1.138492221303157
3016,-1.455931956,-1.452401460417709,-1.455931956,-1.2778142791601466,Fu,0.0035304955822910156,0.17811767683985336,1.0081623987048922,1.5070153531618564
3019,-1.22184875,-0.5747422554377568,-1.22184875,-1.1150326019900534,Fu,0.6471064945622431,0.10681614800994654,4.437174357833788,1.2788398120872904
3103,-2.0,-0.7469594977274147,-2.0,-0.7876923830465471,Fu,1.2530405022725852,1.2123076169534528,17.907728535973273,16.304504949869507
3111,-0.397940003,-0.3529959284960373,-0.397940003,-0.7486732203356934,Fu,0.044944074503962705,0.3507332173356934,1.1090319924531868,2.2425039533161404
3118,-2.902803447,-1.521468651119865,-2.902803447,-1.6912558256436596,Fu,1.3813347958801352,1.2115476213563405,24.062170282954884,16.27599775794959
3151,-1.091514981,-1.093784012499007,-1.091514981,-1.2321361127588977,Fu,0.002269031499007035,0.14062113175889768,1.005238310327246,1.3823599146864816
3157,-1.607889538,-1.3709266728376956,-1.607889538,-1.394954544774712,Fu,0.23696286516230436,0.21293499322528797,1.725690328590787,1.6328075250436551
3168,-1.301029987,-1.0200777619268226,-1.301029987,-0.9993262718353833,Fu,0.2809522250731773,0.3017037151646167,1.9096431751205134,2.003105000723703
3229,-0.187086643,-0.1149038166827105,-0.187086643,-0.0801133930959774,Fu,0.07218282631728949,0.1069732499040226,1.1808176235529744,1.2793025038960988
3249,-2.301029996,-1.8703175272287889,-2.301029996,-2.0020640273475143,Fu,0.43071246877121117,0.2989659686524857,2.6959539443805736,1.9905173557895743
3289,-1.03349924,-1.998523090215054,-1.03349924,-1.230392880720416,Fu,0.9650238502150539,0.19689364072041604,9.22622093539103,1.5735974412268936
3306,-0.113509275,-0.1664426310205187,-0.113509275,-0.3213532727743663,Fu,0.0529333560205187,0.2078439977743663,1.1296225569118328,1.6137787698119415
3325,-0.083546051,-0.3910456603006669,-0.083546051,-0.5757433516754448,Fu,0.3074996093006669,0.49219730067544476,2.03001669361837,3.1059703149217253
3343,-0.275724137,-0.5663164142296785,-0.275724137,-0.8891390325748583,Fu,0.2905922772296785,0.6134148955748583,1.952505550880548,4.105961714908283
3347,-2.951541884,-2.1878198855655793,-2.951541884,-2.3078006995969953,Fu,0.7637219984344208,0.6437411844030048,5.803927762500313,4.402923952829197
3356,-0.250509954,-0.9685928922437934,-0.250509954,-1.232613841671291,Fu,0.7180829382437934,0.9821038876712911,5.224959617607888,9.596301573873772
3357,-0.13667714,-0.3688845561429519,-0.13667714,-0.4216871675950231,Fu,0.2322074161429519,0.28501002759502314,1.7068973971591797,1.9275694190807748
3365,-0.053056729,-0.1208998838096049,-0.053056729,-0.4310453693407045,Fu,0.0678431548096049,0.37798864034070445,1.1690771032787195,2.387748826748008
3373,-0.301029996,-0.3640044848649912,-0.301029996,-0.4287168140039453,Fu,0.06297448886499118,0.12768681800394527,1.1560443323509937,1.3417970045167973
3446,-0.013228266,-0.0928364171382216,-0.013228266,-0.3911102773063198,Fu,0.0796081511382216,0.3778820113063198,1.2011801623033456,2.38716265282801
3478,-1.823908741,-1.337763007133101,-1.823908741,-1.6098205116529605,Fu,0.48614573386689885,0.21408822934703942,3.06299109272911,1.6371490836161458
3519,-0.494850022,-0.4971983381008724,-0.494850022,-0.5307179712769396,Fu,0.002348316100872383,0.03586794927693965,1.0054218429254451,1.086095337401709
3559,-0.612610174,-0.942943716787572,-0.612610174,-0.9571773708438954,Fu,0.3303335427875721,0.3445671968438955,2.1396046978470307,2.2108903130479067
3657,0.0,-0.4255818413608472,0.0,-0.0602308558654176,Fu,0.4255818413608472,0.0602308558654176,2.664292126514936,1.1487641023325106
3676,-0.522878745,-0.2782339516349724,-0.522878745,-0.7779520640216272,Fu,0.2446447933650276,0.2550733190216272,1.756486407477773,1.7991746320647108
3730,-0.005096556,-0.2743491125957777,-0.005096556,-0.0987344199332471,Fu,0.26925255659577774,0.09363786393324709,1.8588851439852554,1.2406173884652723
3749,-1.0,-1.8800306369276036,-1.0,-1.664605870066305,Fu,0.8800306369276036,0.6646058700663049,7.586310901139376,4.619615927817947
3767,-0.022276395,-0.3069603469394922,-0.022276395,-0.1712002419862476,Fu,0.2846839519394922,0.14892384698624758,1.926122710475566,1.409041702994893
3779,-0.214138307,-0.1605225368711742,-0.214138307,-0.4390918075488019,Fu,0.05361577012882579,0.2249535005488019,1.1313989468041157,1.6786242799729238
3822,-1.259637311,-0.9702997087762804,-1.259637311,-1.0351455178463953,Fu,0.28933760222371974,0.2244917931536048,1.9468729104772213,1.6768406482548994
3825,-2.0,-1.9114202494186077,-2.0,-1.84873123448476,Fu,0.08857975058139234,0.15126876551524004,1.2262520617355996,1.4166702228484127
3869,-0.301029996,-0.4783064497608407,-0.301029996,-0.9298821192254006,Fu,0.17727645376084067,0.6288521232254006,1.5040991082036255,4.254535220296458
3883,-1.739430958,-1.6868434663330267,-1.739430958,-1.435485482772812,Fu,0.052587491666973296,0.30394547522718796,1.1287233038445272,2.0134714468228694
3958,-0.823908741,-1.4594104340986127,-0.823908741,-1.3541835334066414,Fu,0.6355016930986127,0.5302747924066414,4.320178518380216,3.390586218270868
3961,-1.853871964,-1.8167175806956712,-1.853871964,-1.87014765298434,Fu,0.03715438330432885,0.016275688984339842,1.0893172557702957,1.0381872451918486
3965,-1.397940009,-0.9694487045277338,-1.397940009,-1.07699943546966,Fu,0.42849130447226624,0.3209405735303401,2.6822009035279497,2.093825928617271
4030,-1.124938737,-1.6235197824175294,-1.124938737,-1.6436563094442884,Fu,0.49858104541752946,0.5187175724442885,3.151962525565732,3.3015476711377643
4041,-2.124938737,-1.5422677276698444,-2.124938737,-1.412903862190982,Fu,0.5826710093301555,0.712034874809018,3.8253485228150113,5.152700202445927
4046,-1.650804724,-0.9935539261659736,-1.650804724,-1.442780580028542,Fu,0.6572507978340263,0.20802414397145785,4.542038360838911,1.6144483072423876
4054,-0.259637307,-0.4181176658027896,-0.259637307,-0.3860482412828807,Fu,0.1584803588027896,0.1264109342828807,1.4403908663359841,1.3378608166586692
4058,-0.37675071,-0.3064992853853109,-0.37675071,-0.243327503982749,Fu,0.07025142461468908,0.133423206017251,1.1755779312758377,1.3596377245219609
4062,-0.576754126,-0.415474992168992,-0.576754126,-0.6003227912261777,Fu,0.161279133831008,0.023568665226177732,1.4497033211150916,1.0557684149529134
4174,-0.051489231,-0.2845473278112436,-0.051489231,-0.4466612071249727,Fu,0.2330580968112436,0.3951719761249727,1.7102440840163247,2.48411659504696
4178,-0.346787486,-0.5310155345610176,-0.346787486,-0.7900992410037567,Fu,0.1842280485610176,0.44331175500375675,1.5283683956701655,2.7753116261929764
4197,-0.522878745,-0.8120827400801597,-0.522878745,-0.7370507899225663,Fu,0.2892039950801597,0.21417204492256636,1.9462740630773947,1.637465071592775
4212,-0.660051938,-0.7208609667222847,-0.660051938,-0.7764728072152803,Fu,0.060809028722284775,0.11642086921528039,1.1502944614747592,1.307437295126275
4264,-1.397940009,-0.7931408760675434,-1.397940009,-0.8592741767446191,Fu,0.6047991329324567,0.5386658322553809,4.02530815321925,3.456732972678673
4342,-0.045757491,-0.0900746924961104,-0.045757491,-0.3618954804790217,Fu,0.0443172014961104,0.3161379894790217,1.1074323389014487,2.070799204518681
4411,-0.53387413,-0.2191572150297736,-0.53387413,-0.2882867600389245,Fu,0.31471691497022636,0.24558736996107544,2.064034323169256,1.7603027602057189
4440,-0.124938737,-0.262305544399391,-0.124938737,-0.2446616359749538,Fu,0.13736680739939103,0.1197228989749538,1.3720401092039098,1.3174158948500525
4485,-1.301029996,-1.2714828211521667,-1.301029996,-1.3754902083179608,Fu,0.029547174847833313,0.07446021231796074,1.0704026481224413,1.1870259472453648
4499,-2.0,-1.4405945634272848,-2.0,-1.497808922091395,Fu,0.5594054365727152,0.502191077908605,3.6258132906797162,3.1782721174515522
4506,-0.886056648,-0.8754692299612957,-0.886056648,-0.9429210436505916,Fu,0.010587418038704222,0.05686439565059165,1.0246780144014467,1.1398938109144452
4509,-0.41595161,-0.6038313706613828,-0.41595161,-0.6959578950470404,Fu,0.1878797606613828,0.2800062850470404,1.5412736748264466,1.9054882937151905
4583,-0.167491087,-0.3243837203927877,-0.167491087,-0.4246171044184735,Fu,0.15689263339278767,0.2571260174184735,1.4351345944439762,1.8076985822757363
4594,-1.301029996,-1.409913276013442,-1.301029996,-1.4292419718547518,Fu,0.10888328001344205,0.12821197585475175,1.2849412756700516,1.3434205145407403
4631,-0.576754126,-0.4739866796977258,-0.576754126,-0.7760457805669077,Fu,0.10276744630227419,0.19929165456690767,1.2669732520899937,1.5823102979917254
4634,-1.453567191,-0.8538154927298867,-1.453567191,-1.2803654973613317,Fu,0.5997516982701134,0.17320169363866844,3.978796234618662,1.4900529226054084
4679,-1.698970004,-1.6668109110000835,-1.698970004,-1.6013110639629695,Fu,0.03215909299991648,0.09765894003703046,1.076859622168702,1.2521574449537924
4739,-0.013228259,-0.0861047848443852,-0.013228259,0.1854126792341194,Fu,0.0728765258443852,0.19864093823411938,1.1827052532854088,1.5799412506840953
4746,-1.403437701,-1.5999731020069785,-1.403437701,-1.285733624535837,Fu,0.19653540100697842,0.11770407646416303,1.5722999514319402,1.311306084833963
4790,-1.889312012,-1.3665040187300923,-1.889312012,-1.6146758603327631,Fu,0.5228079932699077,0.27463615166723687,3.332790335816698,1.8820716447055126
4828,-0.22184875,-0.5131466487033819,-0.22184875,-0.731254026024625,Fu,0.29129789870338185,0.5094052760246249,1.9556804696137418,3.2315083022059814
4831,-0.154901963,-0.1732144404283013,-0.154901963,-0.0725264647619934,Fu,0.018312477428301305,0.0823754982380066,1.043067652763081,1.2088585826409821
4836,-0.11350928,-0.0520568419323941,-0.11350928,0.0265673677318897,Fu,0.061452438067605905,0.14007664773188971,1.151999891192349,1.3806279072566163
4906,-0.145693958,-0.2839393030825479,-0.145693958,-0.4611370093049701,Fu,0.13824534508254788,0.3154430513049701,1.3748184290004213,2.067488256028964
4919,-0.301029996,-0.3588503376789769,-0.301029996,-0.5795754372765456,Fu,0.05782034167897687,0.27854544127654557,1.1424056482893508,1.899089538013701
4929,-2.903089987,-1.8357418031642816,-2.903089987,-1.6000614464685974,Fu,1.0673481838357184,1.3030285405314026,11.677454501515609,20.092248485038755
4943,-1.677780705,-1.6563776005776378,-1.677780705,-1.406353557712883,Fu,0.02140310442236215,0.27142714728711703,1.0505170475302625,1.8682162584933781
4976,-1.096910018,-1.0765294409339858,-1.096910018,-1.315869292366455,Fu,0.02038057706601415,0.21895927436645501,1.0480465605721552,1.6556147021849152
5002,-0.769551079,-1.1464178303616066,-0.769551079,-1.0881448101756728,Fu,0.37686675136160663,0.3185937311756728,2.3815886469658176,2.0825418192431546
5029,-1.431798276,-1.382730515475817,-1.431798276,-1.1387701067500378,Fu,0.04906776052418316,0.29302816924996233,1.1196125566871804,1.963487628627036
5035,-1.88941029,-1.8482054272648456,-1.88941029,-1.798557042474754,Fu,0.041204862735154446,0.09085324752524615,1.099524378032579,1.232688225091833
5070,-1.470029056,-1.2344576443197413,-1.470029056,-1.2048688560778278,Fu,0.23557141168025875,0.2651601999221722,1.7201701680949146,1.8414511395636195
5074,-2.0,-1.7377089689778702,-2.0,-1.6301875507920325,Fu,0.2622910310221298,0.3698124492079675,1.8293256799713553,2.343216674782513
5076,-1.789146635,-1.4183564532398902,-1.789146635,-1.5283417004266322,Fu,0.3707901817601098,0.26080493457336784,2.348497930184417,1.8230766748620553
5095,-0.221848742,-0.1882947801423888,-0.221848742,-0.5340476780516807,Fu,0.0335539618576112,0.31219893605168075,1.0803238446916608,2.0521019641409977
5125,-1.171225208,-1.830217097857619,-1.171225208,-2.003239215785669,Fu,0.658991889857619,0.832014007785669,4.560283998638486,6.792255400849156
5155,-0.00290499,0.0469260855150208,-0.00290499,-0.1313773936552882,Fu,0.049831075515020806,0.1284724036552882,1.1215821155021772,1.3442263478740997
5193,-0.301029996,-0.3082353308397534,-0.301029996,-0.3185135403406473,Fu,0.007205334839753386,0.017483544340647306,1.0167292898134555,1.0410786598268165
5215,-0.346787486,-0.2858162597169736,-0.346787486,-0.697997732130491,Fu,0.06097122628302637,0.351210246130491,1.1507241464196931,2.2449684715595257
5216,-0.547574867,-0.6995560933952647,-0.547574867,-0.9931164478142144,Fu,0.15198122639526468,0.44554158081421436,1.4189961802483997,2.7895977290224554
5253,-0.000434512,0.033497542686699,-0.000434512,-0.4282640869390342,Fu,0.033932054686699,0.42782957493903423,1.0812647743358625,2.678117176652836
5291,-1.072119311,-1.5680900593142764,-1.072119311,-1.6072186388825207,Fu,0.49597074831427634,0.5350993278825207,3.133074690543508,3.4284619024150267
5329,-0.638272164,-0.771562542430887,-0.638272164,-0.9086118347395468,Fu,0.13329037843088698,0.2703396707395468,1.3592219472324778,1.8635440833891281
5339,-2.259637311,-1.8009965098417546,-2.259637311,-1.9739484542420065,Fu,0.45864080115824546,0.2856888567579936,2.875019542983884,1.9305846853312296
5344,-1.102372909,-1.107725707976979,-1.102372909,-1.0138302197131812,Fu,0.005352798976978823,0.08854268928681885,1.012401544358004,1.2261474217926542
5358,-0.083546051,-0.2090557917704909,-0.083546051,-0.287511240599599,Fu,0.12550974077049093,0.20396518959959897,1.3350875338420103,1.599429822924094
5379,-0.096910013,-0.3612154212280191,-0.096910013,-0.4893984747911146,Fu,0.26430540822801907,0.3924884617911146,1.8378303035482246,2.4688145132923522
5403,-0.13076828,-0.1752201321501496,-0.13076828,-0.4306168648587787,Fu,0.0444518521501496,0.29984858485877874,1.1077757455384687,1.994566795503097
5467,-0.001087096,0.0796104996076787,-0.001087096,-0.1602658497647426,Fu,0.0806975956076787,0.15917875376474258,1.2041971516350412,1.4427090422522628
5472,-1.425968732,-1.4025601892687036,-1.425968732,-1.1449753443121689,Fu,0.023408542731296444,0.2809933876878312,1.0553792294599555,1.9098241804859688
5487,-0.15490196,-0.602952841129285,-0.15490196,-0.5908390584340095,Fu,0.44805088112928504,0.4359370984340095,2.8057623365645132,2.7285825566360042
5504,-0.11350928,-0.1911614224702782,-0.11350928,-0.2681234022143579,Fu,0.0776521424702782,0.15461412221435789,1.1957823599592947,1.4276249266036676
5556,-1.0,-1.0990061046520605,-1.0,-1.7721529322758294,Fu,0.0990061046520605,0.7721529322758294,1.2560476191800711,5.9176998312182825
5566,-2.108226859,-1.4424172253194762,-2.108226859,-1.418204124146039,Fu,0.6658096336805239,0.6900227348539612,4.632438194094015,4.898044594395378
5717,-2.0,-2.438246903730697,-2.0,-2.354014109400122,Fu,0.43824690373069686,0.3540141094001221,2.743133246177343,2.2595091761759574
5735,-0.698970004,-0.3645687354138273,-0.698970004,-0.8814367114222669,Fu,0.3344012685861727,0.1824667074222669,2.1597389893373995,1.522182439434409
5754,-1.0,-0.5873935130061817,-1.0,-0.6125782756506265,Fu,0.4126064869938183,0.3874217243493735,2.5858688048806626,2.440179219418048
5954,-1.950468952,-1.8120045989236877,-1.950468952,-2.0276585583675826,Fu,0.13846435307631233,0.07718960636758254,1.3755119035213392,1.194509495324108
5959,-0.358525889,-0.6642912966141363,-0.358525889,-1.415390692625196,Fu,0.30576540761413634,1.056864803625196,2.0219267016595373,11.398948817269106
6249,-0.070581074,-0.2377365658000467,-0.070581074,-0.216641895451295,Fu,0.1671554918000467,0.146060821451295,1.4694522960343803,1.3997833436982041
6292,-0.823908726,-1.146480582712685,-0.823908726,-1.4016012658571704,Fu,0.32257185671268496,0.5776925398571704,2.101705480473226,3.7817475991523026
6464,-0.420216403,-0.2854184640520013,-0.420216403,-0.2471644408976749,Fu,0.13479793894799874,0.17305196210232512,1.3639483945364397,1.4895392861982333
6569,-0.058304752,-0.2963852402863233,-0.058304752,0.0422688102661676,Fu,0.23808048828632328,0.1005735622661676,1.7301369777419968,1.2605891426584392
6634,-1.522878745,-1.183733938560304,-1.522878745,-1.0819249213618056,Fu,0.339144806439696,0.44095382363819446,2.1834578189668896,2.7602843533769392
6643,-3.0,-1.095761705742712,-3.0,-1.137070347305755,Fu,1.904238294257288,1.862929652694245,80.21180590728417,72.9339361816532
6726,-0.397940003,-1.0153270080785473,-0.397940003,-0.8893311560358625,Fu,0.6173870050785473,0.49139115303586256,4.143687593730522,3.100210287319198
7028,0.0,-0.3875972973414054,0.0,-0.203524695529341,Fu,0.3875972973414054,0.203524695529341,2.4411659143846216,1.597808383544711
7421,-0.616184634,-0.2836898367115403,-0.616184634,-0.3258579462060444,Fu,0.3324947972884597,0.2903266877939556,2.1502789195196144,1.9513118762213941
7714,-1.462180905,-1.09661194920504,-1.462180905,-0.9694025189987806,Fu,0.3655689557949602,0.4927783860012195,2.320432586685238,3.1101288797172764
7964,-0.694605633,-1.0400872654514324,-0.694605633,-0.961727190207668,Fu,0.3454816324514324,0.26712155720766795,2.2155503924053,1.8497862939682395
8223,-1.698970004,-1.445533107448735,-1.698970004,-1.2232952501257297,Fu,0.253436896551265,0.4756747538742703,1.7924080946468202,2.990024547946684
8268,-2.90308726,-2.446588966296007,-2.90308726,-2.585887963382335,Fu,0.456498293703993,0.3171992966176651,2.860871120552183,2.075865908424868
8411,-0.586340928,-0.7350700470484384,-0.586340928,-0.7110888012690173,Fu,0.14872911904843833,0.12474787326901726,1.408410061809353,1.332747489969272
8461,-1.017633775,-0.9104264279630656,-1.017633775,-1.1837962299238558,Fu,0.10720734703693435,0.16616245492385584,1.2799922703787419,1.4660961555402723
8652,-1.725842151,-1.583377535198871,-1.725842151,-1.4430548392154838,Fu,0.1424646158011289,0.2827873117845161,1.3882401982721881,1.917729335867239
8784,-1.301899454,-0.5993548481654152,-1.301899454,-0.9042854834248376,Fu,0.7025446058345848,0.39761397057516235,5.041323952416471,2.4981238781649875
9565,-0.698970004,-0.866951510206896,-0.698970004,-1.311643579675677,Fu,0.167981506206896,0.6126735756756769,1.4722498075005903,4.098959013074108
9801,-1.522878745,-1.7333173266703257,-1.522878745,-1.5803001907507277,Fu,0.2104385816703256,0.05742144575072761,1.623448744615455,1.1413568397832605
10391,-0.275724143,-0.3769086077190189,-0.275724143,-0.5066801400557569,Fu,0.10118446471901893,0.23095599705575692,1.2623636042641075,1.7019860535406204
10707,-1.15805269,-0.4233335558494929,-1.15805269,-0.9362901224587358,Fu,0.7347191341505073,0.22176256754126433,5.428991155672906,1.6663359635447235
10783,-0.443697496,-1.0363209757722722,-0.443697496,-0.6949376754895774,Fu,0.5926234797722723,0.2512401794895774,3.914023958872873,1.7833647556118712
10800,-2.57888987,-1.4974254092804729,-2.57888987,-1.569865205045416,Fu,1.081464460719527,1.0090246649545838,12.06325367878006,10.209974677303364
12281,-1.282329497,-0.9459245996288228,-1.282329497,-1.1535553489880626,Fu,0.3364048973711773,0.12877414801193754,2.1697260208254354,1.345160630192489
12560,-1.0,-0.6379800272819578,-1.0,-0.475988752733633,Fu,0.3620199727180422,0.5240112472663669,2.3015476605803764,3.342036950504417
12932,-2.170696227,-2.076651480220339,-2.170696227,-1.6279768355724489,Fu,0.09404474677966101,0.5427193914275512,1.2417802456779687,3.489148000152348
13263,-2.488116639,-1.49386805484412,-2.488116639,-1.2604076413535417,Fu,0.9942485841558797,1.2277089976464581,9.868441799663975,16.893086181123014
13314,-0.920818754,-1.520641050036095,-0.920818754,-1.3465421340523855,Fu,0.5998222960360949,0.4257233800523855,3.979443069817143,2.665160573831881
13342,-0.853871964,-0.494187906501134,-0.853871964,-0.4156539104125599,Fu,0.359684057498866,0.4382180535874401,2.2892016881292516,2.742951026135745
13878,-0.337950837,-0.1628521833571585,-0.337950837,-0.3817106405746972,Fu,0.1750986536428415,0.04375980357469722,1.4965755772096394,1.1060119097854562
15387,-0.301029996,-0.1269117410935039,-0.301029996,-0.3976352503275416,Fu,0.17411825490649613,0.09660525432754158,1.4932009408768805,1.2491231417027018
16003,-1.719877104,-2.7220458533484937,-1.719877104,-1.468492442318324,Fu,1.0021687493484936,0.25138466168167595,10.050062193705331,1.7839581486318747
16421,-1.993107788,-2.07194827864228,-1.993107788,-2.064416803433762,Fu,0.07884049064227971,0.07130901543376211,1.1990588272989087,1.1784441787702364
17004,-1.565431096,-1.2054825808716882,-1.565431096,-1.2514236283790134,Fu,0.3599485151283117,0.3140074676209865,2.2905960904033935,2.060665345761374
22419,-2.124938737,-1.6904245099300417,-2.124938737,-1.7508888913937457,Fu,0.43451422706995824,0.3740498456062542,2.7196575780088468,2.366191258545172
26098,-2.259637311,-0.6932356530739401,-2.259637311,-0.9034389857685824,Fu,1.56640165792606,1.3561983252314178,36.84695957836984,22.709016467183464
