PUBCHEM_CID,Actual_A,Predicted_A,Actual_C,Predicted_C,Endpoint,abs_err_A,abs_err_C,fe_A,fe_C
3519,-0.568636236,-0.5436318957330721,-0.568636236,-0.8967617710763843,CL,0.025004340266927882,0.3281255350763843,1.0592643112360032,2.128754284545432
3559,-0.329754147,-0.4582435896536362,-0.329754147,-0.2151982306292034,CL,0.1284894426536362,0.1145559163707966,1.344279087940555,1.3018349189016392
3676,-0.017728767,-0.4667710032787986,-0.017728767,-0.3980865152860502,CL,0.44904223627879863,0.38035774828605023,2.8121743084366075,2.4008097618268267
3749,-0.860120914,-0.8268045912382699,-0.860120914,-0.7824215684736777,CL,0.03331632276173013,0.0776993455263223,1.0797328702107922,1.195912335475151
3779,0.526339277,0.0296767846250082,0.526339277,0.0249045701181278,CL,0.4966624923749918,0.5014347068818723,3.1380690269720284,3.172741628608328
3822,-0.395773947,-0.2538476330238416,-0.395773947,-0.6695797466258812,CL,0.1419263139761584,0.27380579962588114,1.3865205602717166,1.8784766439318816
3869,0.139879086,-0.3227883982386414,0.139879086,-0.2543336927597908,CL,0.46266748423864146,0.39421277875979077,2.901800052584986,2.478636146161809
3883,-0.578396073,-1.003964738331898,-0.578396073,-0.7889866690533944,CL,0.42556866533189797,0.21059059605339447,2.664211295974518,1.62401709343341
3961,-0.308034897,-0.7058622179357247,-0.308034897,-0.8994856181919008,CL,0.3978273209357247,0.5914507211919008,2.4993514013960914,3.9034688786070117
4030,-0.045757491,-0.4101969080346184,-0.045757491,-0.8756964082557781,CL,0.3644394170346184,0.8299389172557781,2.3144053098959727,6.759878922142289
4062,-0.389339837,-0.3778478783772345,-0.389339837,-0.5600836976090069,CL,0.01149195862276553,0.17074386060900687,1.0268144190421358,1.4816439793541063
4197,-0.42945706,-0.5065513577297671,-0.42945706,-0.7319328407992942,CL,0.07709429772976711,0.3024757807992942,1.1942473815135755,2.0066691814380984
4212,-0.324221658,0.1482768515596768,-0.324221658,-0.4647061629779184,CL,0.4724985095596768,0.14048450497791837,2.9682365568566222,1.3819250998593662
4411,-0.759450752,-0.5154300061287003,-0.759450752,-0.2322421516522797,CL,0.24402074587129974,0.5272086003477203,1.7539642851955797,3.3667324145373567
4440,-0.402304814,-0.5435460907065861,-0.402304814,-0.2706256755483689,CL,0.1412412767065861,0.1316791384516311,1.384335246870279,1.3541885532498494
4506,-1.287350298,-1.0541175616836451,-1.287350298,-1.3368708381576508,CL,0.23323273631635488,0.04952054015765084,1.7109319496308557,1.1207804327101896
4583,-0.823908741,-0.5657158814737231,-0.823908741,-0.6971194847004027,CL,0.2581928595262769,0.12678925629959725,1.8121446429503216,1.3390267599122094
4594,-0.297569464,-0.7386141909215406,-0.297569464,-0.7881056636844774,CL,0.44104472692154056,0.4905361996844774,2.760862175990898,3.094113207869476
4634,-0.514278574,-0.0135156295618086,-0.514278574,-0.453268664963136,CL,0.5007629444381914,0.061009909036863985,3.1678378565164254,1.1508266463666337
4679,-0.879426069,-1.0855987055532683,-0.879426069,-0.8367204067550036,CL,0.20617263655326834,0.04270566224499639,1.6075801557761373,1.1033305976778904
4831,-0.76853041,-0.5603201339488333,-0.76853041,-0.2575284813011702,CL,0.2082102760511667,0.5110019286988299,1.6151403837889626,3.2434105774257453
4906,0.240549248,-0.536538396798008,0.240549248,-0.2375588226954749,CL,0.777087644798008,0.4781080706954749,5.985323724547778,3.0068244336638723
4919,-1.287350298,-0.3558687960563208,-1.287350298,-0.3503030091654738,CL,0.9314815019436792,0.9370472888345263,8.540464699447016,8.650621072894278
5029,-0.619788758,-0.803865208925656,-0.619788758,-0.68658675177908,CL,0.18407645092565605,0.06679799377908002,1.5278349866348877,1.1662670175055838
5035,-0.188424994,-0.2431087203467395,-0.188424994,-0.2877983335750916,CL,0.054683726346739486,0.09937333957509159,1.1341845483514892,1.2571101692359192
5095,0.255272505,-0.2794327652014674,0.255272505,-0.2706604439795543,CL,0.5347052702014674,0.5259329489795543,3.4253524937826567,3.3568578348553624
5215,-1.48148606,-1.9449105055393172,-1.48148606,-1.489162553120398,CL,0.4634244455393173,0.007676493120398087,2.906862206963245,1.017832919698732
5253,-0.920818754,-0.8659548375137477,-0.920818754,-1.0833001692132471,CL,0.05486391648625233,0.1624814152132471,1.1346552227050093,1.4537221750665934
5291,-0.70333481,-0.0011261331529841,-0.70333481,-0.2672699067771686,CL,0.7022086768470158,0.43606490322283137,5.037425970482747,2.729385645896349
5329,-1.665546249,-1.7721328787267303,-1.665546249,-1.6030049088674372,CL,0.10658662972673039,0.06254134013256274,1.278164142502907,1.154891912663448
5339,-1.806875402,-0.8797520586391957,-1.806875402,-1.4982837509018747,CL,0.9271233433608043,0.30859165109812525,8.455189457018045,2.0351276325812413
5344,-1.744727495,-1.587977996971175,-1.744727495,-1.3976549271936154,CL,0.1567494980288251,0.3470725678063846,1.4346616787756175,2.223681422431449
5358,0.056904851,-0.5842164835775907,0.056904851,-0.5004690049220428,CL,0.6411213345775907,0.5573738559220428,4.376443585564996,3.608891754035451
5379,-0.774690718,-0.8295064279216479,-0.774690718,-0.7733877280041931,CL,0.05481570992164786,0.0013029899958069135,1.1345292832860971,1.0030047505811996
5403,-0.690369833,0.0439973146876062,-0.690369833,-0.1850807635520294,CL,0.7343671476876061,0.5052890694479706,5.42459285613632,3.201025025439013
5467,-0.549750892,-0.3921549956242948,-0.549750892,-0.6331154787212404,CL,0.15759589637570526,0.08336458672124036,1.4374604233269639,1.2116148476395308
5735,-0.70333481,-0.382408848011448,-0.70333481,-0.5791383666278197,CL,0.320925961988552,0.12419644337218028,2.093755484456279,1.3310563553319776
6249,-0.774690718,-0.5190315886709885,-0.774690718,-0.5163303358877283,CL,0.25565912932901147,0.25836038211227175,1.8016031368001708,1.8128437854141286
8223,-0.045757491,-0.3355438049508866,-0.045757491,-0.2357672113292224,CL,0.2897863139508866,0.19000972032922242,1.948885453096665,1.5488512847361318
12560,-0.473660723,-0.4373860005797449,-0.473660723,-0.4503267366431867,CL,0.03627472242025509,0.02333398635681333,1.0871130831854243,1.0551980655293147
13342,-0.730487056,-0.4771981817739436,-0.730487056,-0.4805377683536167,CL,0.2532888742260564,0.24994928764638324,1.791797285125504,1.7780717733475677
27447,-0.630784143,-0.6695530061156334,-0.630784143,-0.7232796611763544,CL,0.038768863115633434,0.09249551817635449,1.0933743040938242,1.237358420602392
31703,-0.045757491,0.2007721809391111,-0.045757491,0.2411317889155082,CL,0.24652967193911107,0.2868892799155082,1.7641262892859575,1.935928350776775
33255,-1.272458743,-0.6555965583715692,-1.272458743,-0.6757186102278689,CL,0.6168621846284309,0.5967401327721311,4.138683204747198,3.951301167298842
33613,-0.70333481,-0.4461665743005287,-0.70333481,-0.5618020937496607,CL,0.2571682356994713,0.14153271625033925,1.8078743193377629,1.38526453667321
37910,-0.075720714,-0.3855041452216011,-0.075720714,-0.1979059564827719,CL,0.3097834312216011,0.1221852424827719,2.040720049026044,1.324906535791215
38103,-0.70333481,-0.6748718953082278,-0.70333481,-0.5795813157221066,CL,0.0284629146917722,0.1237534942778934,1.0677336126543118,1.3296994657927044
38853,-0.677780705,-0.3895281714878221,-0.677780705,-0.2420506329934496,CL,0.2882525335121779,0.4357300720065504,1.942014791908683,2.727282162310103
38945,-0.879426069,-0.5779116223160008,-0.879426069,-0.2727308567090521,CL,0.3015144466839992,0.6066952122909479,2.002232224174026,4.0429206009226935
39186,-0.107905397,0.0817898535977708,-0.107905397,-0.1531976826271934,CL,0.18969525059777081,0.04529228562719341,1.5477301778156245,1.109921555063329
41049,0.225309282,0.0893887649960958,0.225309282,0.2075152948170447,CL,0.1359205170039042,0.0177939871829553,1.3674785317466787,1.041823110821866
41781,-1.49757288,-1.81426847461818,-1.49757288,-1.2729374117368426,CL,0.31669559461818,0.2246354682631575,2.073459680107147,1.6773954794337393
47528,-0.272458743,-0.2227561960164261,-0.272458743,-0.2754776282414387,CL,0.0497025469835739,0.0030188852414386735,1.1212502347643722,1.0069754561020094
47965,-0.823908741,-0.5947454960161587,-0.823908741,-0.7219901032491525,CL,0.22916324498384133,0.10191863775084753,1.6949747971129119,1.2644994295278817
51081,-0.920818754,-0.6074377866539609,-0.920818754,-0.5866956367737473,CL,0.31338096734603915,0.33412311722625276,2.057694834454752,2.1583561902742474
53084,-0.568636236,-0.5849180999284648,-0.568636236,-0.2651960810604962,CL,0.016281863928464757,0.3034401549395038,1.0382020065900996,2.011130048715317
53276,-1.017728767,-0.3525646505703569,-1.017728767,-0.7712082044397535,CL,0.665164116429643,0.24652056256024646,4.625557845274521,1.7640892869134457
54477,-0.991399828,-0.3144673548438135,-0.991399828,-0.5463816376634536,CL,0.6769324731561865,0.44501819033654644,4.752613235709424,2.7862378671954073
54766,0.033423755,-0.3856628863422895,0.033423755,-0.522066009677921,CL,0.4190866413422895,0.5554897646779211,2.6247421247507194,3.593269281463382
58505,-0.653647026,-0.7304074281657857,-0.653647026,-0.8011840168342742,CL,0.07676040216578572,0.14753699083427418,1.1933295695834378,1.404549310329737
60063,-0.549750892,-0.5197934264783182,-0.549750892,-0.6707555001994677,CL,0.02995746552168188,0.12100460819946768,1.0714143665732598,1.3213096542268827
60172,-0.653647026,-0.7081296145038098,-0.653647026,-0.6611931118709556,CL,0.054482588503809826,0.007546085870955621,1.133659387143898,1.0175273370333162
60404,-1.200659451,-1.0793946292720882,-1.200659451,-0.9197515652272026,CL,0.12126482172791175,0.28090788577279735,1.322101572349816,1.909448220029605
60464,-0.790484985,-0.8556312787435812,-0.790484985,-0.704764315146378,CL,0.06514629374358127,0.08572066985362192,1.1618399181139496,1.2182058195333607
60648,-1.017728767,-0.6097173920486523,-1.017728767,-0.4966161102651882,CL,0.40801137495134765,0.5211126567348117,2.5586529017362243,3.319805627125919
60726,-1.107905397,-0.9171668064159396,-1.107905397,-0.9735277285100128,CL,0.19073859058406029,0.1343776684899871,1.5514528823295657,1.362629128528296
60753,0.193124598,-0.3418948205508989,0.193124598,-0.5947296626278707,CL,0.535019418550899,0.7878542606278708,3.427831130191429,6.135560751194008
60795,-1.302770657,-0.2572482839504122,-1.302770657,-0.3932509662552426,CL,1.0455223730495877,0.9095196907447574,11.1050974271393,8.11932060788476
60854,-0.514278574,-0.288875574320385,-0.514278574,-0.5244602374094472,CL,0.22540299967961497,0.010181663409447261,1.680362572305247,1.0237211206280057
60855,-1.017728767,-0.7878869917731396,-1.017728767,-0.7933124990627103,CL,0.22984177522686033,0.22441626793728964,1.6976250508312416,1.6765490655921644
60857,-0.395773947,-0.2390738090048236,-0.395773947,-0.2014555060201229,CL,0.1567001379951764,0.1943184409798771,1.4344986305961414,1.5642942213433724
65820,-1.619788758,-0.5811480798924107,-1.619788758,-0.4812346063187875,CL,1.0386406781075894,1.1385541516812125,10.930516347574601,13.757963460504026
65906,-1.209011525,-0.7541769516964286,-1.209011525,-0.5835418038993796,CL,0.45483457330357135,0.6254697211006204,2.8499324956611303,4.221528456374727
65981,-0.329754147,-0.751050497205442,-0.329754147,-0.4262625358831797,CL,0.42129635020544204,0.0965083888831797,2.6381309573183045,1.2488445671856372
65999,-0.297569464,-0.7279852621191512,-0.297569464,-0.6849557267337288,CL,0.43041579811915115,0.38738626273372884,2.6941129417174086,2.4399799786529885
68740,-0.879426069,-0.9373260564835166,-0.879426069,-0.8464002382809919,CL,0.05789998748351666,0.03302583071900811,1.1426151746924136,1.0790108971148469
68741,-1.70333481,-0.9661797186480324,-1.70333481,-0.5426611969254745,CL,0.7371550913519677,1.1606736130745254,5.45952792049882,14.476834617506782
68770,-0.53165267,-0.4682586158727801,-0.53165267,-0.5649590923895622,CL,0.06339405412721993,0.03330642238956216,1.157161708767443,1.079708256415639
71329,-0.505845406,-0.371394192854898,-0.505845406,-0.887868661249053,CL,0.13445121314510206,0.3820232552490529,1.3628598995355987,2.4100344758050167
71616,-0.302770657,-1.358700239980713,-0.302770657,-1.1837868522124926,CL,1.0559295829807132,0.8810161952124926,11.374428445473223,7.6035463068568845
71733,-0.272458743,-0.497248196744816,-0.272458743,-0.4543834306470537,CL,0.22478945374481601,0.18192468764705372,1.6779903300663663,1.5202838697315337
77999,-1.408935393,-1.0286878423607348,-1.408935393,-0.7833536496169579,CL,0.3802475506392651,0.6255817433830421,2.4002006589372367,4.222617501409219
84029,-0.358525889,-0.4105772049255551,-0.358525889,-0.4293815340850715,CL,0.05205131592555512,0.07085564508507153,1.127330652890289,1.177214614734633
104838,-0.744727495,-0.4513740427261715,-0.744727495,-0.6710474726675462,CL,0.29335345227382853,0.07368002233245385,1.9649588157270623,1.184895424201851
104865,-0.899629455,-0.5442703146198339,-0.899629455,-0.7270452953468091,CL,0.35535914038016614,0.17258415965319096,2.266517832665009,1.4879356854073897
107994,-1.253365801,-1.1451762986072684,-1.253365801,-0.9151333270258172,CL,0.1081895023927315,0.33823247397418277,1.282890243781177,2.1788757930813545
115237,-1.149966742,-0.4160528898856409,-1.149966742,-0.5764037978904796,CL,0.7339138521143591,0.5735629441095204,5.418933882297715,3.745958348376881
119607,-1.075720714,-0.8891350956392429,-1.075720714,-1.3948298618598818,CL,0.18658561836075716,0.31910914785988176,1.5366877115592847,2.0850148278417904
121892,-0.302770657,-0.1521519062443996,-0.302770657,-0.6523923060993458,CL,0.1506187507556004,0.34962164909934584,1.4145514582616336,2.2367716472786054
126941,-0.899629455,-0.7110991947783002,-0.899629455,-0.3224099570480151,CL,0.18853026022169983,0.5772194979519849,1.5435839714696296,3.7776306894250156
129211,-1.42945706,-0.6002786407285856,-1.42945706,-0.8876123925211787,CL,0.8291784192714144,0.5418446674788213,6.748051979794548,3.4821274877867423
149096,-0.943095149,-0.6302065292220745,-0.943095149,-0.6754371408943323,CL,0.3128886197779255,0.26765800810566776,2.055363404872821,1.8520726058618195
150610,-1.568636236,-0.6265581482819076,-1.568636236,-0.7712592001423662,CL,0.9420780877180923,0.7973770358576338,8.751411146185072,6.271581001830934
151171,-0.744727495,-0.879970614946884,-0.744727495,-0.7687994877639615,CL,0.13524311994688398,0.024071992763961436,1.3653472500429498,1.0569927118080893
151174,-0.313363731,-0.288466932291034,-0.313363731,-0.3940155024528625,CL,0.024896798708965995,0.08065177145286251,1.0590020448793682,1.2040700986608355
152946,-0.841637508,-0.8277324194248312,-0.841637508,-0.8476812713217041,CL,0.013905088575168811,0.006043763321704088,1.0325357290591213,1.0140135614900911
155774,-0.744727495,-0.4205284910479633,-0.744727495,-0.3259615023650214,CL,0.3241990039520367,0.4187659926349786,2.109594594381677,2.622804937915663
158781,-1.759450752,-1.3248969715999972,-1.759450752,-0.949664262623836,CL,0.4345537804000028,0.809786489376164,2.719905281852564,6.453368863969334
175805,-0.48148606,-0.4602596448067272,-0.48148606,-0.4555998753739897,CL,0.021226415193272785,0.025886184626010278,1.0500897400185878,1.0614173555419317
183797,-0.943095149,-0.7892966305825833,-0.943095149,-0.6915659706012072,CL,0.15379851841741676,0.25152917839879285,1.42494636701878,1.7845518809623626
208898,0.300986564,-0.5638081130254002,0.300986564,-0.6489897835950479,CL,0.8647946770254002,0.9499763475950479,7.324781549168297,8.912024004364936
214356,-1.107905397,-0.644354480760416,-1.107905397,-0.922824028923236,CL,0.4635509162395839,0.1850813680767639,2.907708836263216,1.5313743483882891
216210,-0.936291441,-0.6293370047408631,-0.936291441,-0.6837071775625833,CL,0.3069544362591369,0.2525842634374167,2.0274699975836428,1.788892583058595
441243,-0.107905397,-0.4232878136355597,-0.107905397,-0.5240374809476431,CL,0.31538241663555966,0.4161320839476431,2.0671996207336027,2.6069462918249493
441314,-0.991399828,-0.8419006965431506,-0.991399828,-0.7831697358756613,CL,0.14949913145684945,0.20823009212433874,1.4109094147852803,1.6152140814101739
443879,-0.297569464,-0.3912956549507991,-0.297569464,-0.6450325999064073,CL,0.0937261909507991,0.34746313590640726,1.2408697314776473,2.225682114839886
446156,-0.759450752,-0.7842964552032949,-0.759450752,-0.5762997972698181,CL,0.024845703203294933,0.18315095473018195,1.0588774587649075,1.5245825854433301
446598,-0.568636236,-0.789091340538508,-0.568636236,-0.5037933149464324,CL,0.22045510453850803,0.06484292105356759,1.6613269281876029,1.1610286081916705
449193,-0.879426069,-0.7800332790470319,-0.879426069,-0.9851927965993896,CL,0.09939278995296807,0.10576672759938965,1.2571664716214899,1.27575337990403
461399,-0.653647026,-0.5892038421593695,-0.653647026,-0.7522858808228273,CL,0.06444318384063052,0.0986388548228273,1.159960455506408,1.2549859241511667
2723601,-0.034328029,-0.2124334228628643,-0.034328029,-0.2932161828052917,CL,0.17810539386286428,0.25888815380529173,1.5069727314525914,1.8150481634572504
3000540,-0.899629455,-0.725024791448875,-0.899629455,-0.6283748772559248,CL,0.17460466355112503,0.27125457774407524,1.4948742587712387,1.8674740589152101
5281037,-0.943095149,-0.7692960034665592,-0.943095149,-0.6522833641668443,CL,0.17379914553344078,0.29081178483315573,1.4921041749257598,1.953492664837774
5281040,-1.389339837,-0.9671928628925162,-1.389339837,-0.7699714977989364,CL,0.4221469741074839,0.6193683392010637,2.6433031536538016,4.162635073694351
5284371,-0.045757491,-0.3182105404398673,-0.045757491,-0.2535556355515251,CL,0.2724530494398673,0.20779814455152512,1.8726346259269655,1.6136083945149142
5284596,0.139879086,0.2185092874162246,0.139879086,0.0785299929807159,CL,0.0786302014162246,0.06134909301928411,1.1984783729603907,1.1517257930274483
5284603,-0.436518915,-0.2527270744842886,-0.436518915,-0.3273813018376765,CL,0.1837918405157114,0.10913761316232351,1.5268340637406481,1.2856939881380058
5288826,0.193124598,0.0021810081269009,0.193124598,-0.0301909309087984,CL,0.19094358987309912,0.2233155289087984,1.5521853848743927,1.6723051565358693
5361092,0.390935107,0.0334045379492022,0.390935107,0.0863810600868563,CL,0.35753056905079783,0.3045540469131437,2.277878571168581,2.01629487814342
5362065,-1.22184875,-0.9822312122256256,-1.22184875,-0.6584981433746678,CL,0.23961753777437433,0.5633506066253321,1.7362711049637358,3.6589005603700544
5362119,-1.142667504,-0.8047914849954425,-1.142667504,-0.7320760629395605,CL,0.33787601900455755,0.41059144106043954,2.1770881754835756,2.5738986438544247
5362440,0.033423755,-0.3804544354346255,0.033423755,-0.4514180342241072,CL,0.4138781904346255,0.4848417892241072,2.5934518567897262,3.0538084271581427
5462501,-1.017728767,-1.0654101199433583,-1.017728767,-0.7230738633498929,CL,0.0476813529433584,0.29465490365010705,1.1160440924039305,1.9708560445047785
5479530,-1.879426069,-1.1526933168782814,-1.879426069,-0.977359127235964,CL,0.7267327521217186,0.902066941764036,5.330068029613334,7.981176989374463
5479537,-0.879426069,-0.7227688809844284,-0.879426069,-0.6579782975067165,CL,0.1566571880155716,0.22144777149328343,1.4343567714590337,1.6651285664146622
5487888,-0.943095149,-0.8519616622266076,-0.943095149,-0.7616606683346865,CL,0.09113348677339239,0.18143448066531354,1.2334839043235115,1.5185688276199776
5742673,-0.790484985,-0.8224843096570007,-0.790484985,-0.9663212324936216,CL,0.03199932465700073,0.1758362474936216,1.0764635396903512,1.499119479807776
5742832,-1.045757491,-0.968003045606849,-1.045757491,-1.041704721790317,CL,0.07775444539315102,0.004052769209683005,1.196064073048252,1.009375523400113
6410758,-0.70333481,-0.8050486261195746,-0.70333481,-0.7739064317930326,CL,0.10171381611957464,0.07057162179303267,1.2639032078802568,1.1764449824331005
6433110,0.100370545,-0.3726716813108039,0.100370545,-0.5279325981875977,CL,0.47304222631080395,0.6283031431875977,2.971954979903843,4.249160573816455
6918554,-0.570570736,-0.3955237624286391,-0.570570736,-0.4198360959537177,CL,0.17504697357136084,0.1507346400462823,1.4963974986606785,1.4149289745461757
9809656,-0.943095149,-0.7658881107500313,-0.943095149,-0.7366356851645306,CL,0.17720703824996875,0.20645946383546943,1.5038587195531234,1.608642223484692
9852981,0.700357528,-0.8918339341268662,0.700357528,-0.7831137985165066,CL,1.5921914621268662,1.4834713265165065,39.10132390518373,30.441869966164663
9931954,-0.587371479,-0.3409489824298433,-0.587371479,-0.460583017495441,CL,0.2464224965701567,0.12678846150455897,1.7636909911962102,1.3390243093840646
11319053,-0.458420756,-0.6471315471710978,-0.458420756,-0.661238665898587,CL,0.1887107911710978,0.20281790989858706,1.5442257539887478,1.5952101705478805
11552706,-0.645507399,-0.5377440343222633,-0.645507399,-0.6996405721387368,CL,0.10776336467773673,0.05413317313873678,1.281632065707456,1.1327476585408964
11993740,-0.642065153,-0.6853278131878673,-0.642065153,-0.5073194687284195,CL,0.043262660187867286,0.1347456842715805,1.1047465657829545,1.3637842929939266
54677470,-2.142667504,-2.0973174785141584,-2.142667504,-1.8414554527606692,CL,0.04535002548584144,0.3012120512393306,1.110069129984848,2.0008385726596933
54677971,-2.744727495,-2.1453185157289543,-2.744727495,-2.0803699354341405,CL,0.5994089792710455,0.6643575595658593,3.9756576472722225,4.61697538937517
135398513,-0.549750892,-0.3585159074268383,-0.549750892,-0.2700483415939799,CL,0.19123498457316174,0.27970255040602016,1.5532271903424386,1.904156109015488
135398739,-0.180456064,-0.2601174208123999,-0.180456064,-0.4558839172713993,CL,0.07966135681239991,0.2754278532713993,1.2013273286109307,1.8855057157544683
135398740,-0.559090918,-0.2804249442145955,-0.559090918,-0.1131986390442565,CL,0.2786659737854045,0.44589227895574346,1.899616677554635,2.791851273296389
135398744,-0.26760624,-0.1702469351889413,-0.26760624,-0.2713513893228998,CL,0.0973593048110587,0.003745149322899821,1.2512938349017997,1.0086608147061675
135398748,-0.297569464,-0.206907274222709,-0.297569464,-0.229009671825025,CL,0.09066218977729101,0.06855979217497501,1.232146051868287,1.1710078115624658
135400189,-0.107905397,-0.212738856195263,-0.107905397,-0.3469589029306885,CL,0.104833459195263,0.23905350593068847,1.273014818843419,1.7340176189611312
135401907,-0.180456064,-0.4667464051016403,-0.180456064,-0.2027967706286148,CL,0.2862903411016403,0.022340706628614787,1.9332603374668718,1.052787468028819
135403648,-0.458420756,-0.5713562361715941,-0.458420756,-0.3557348678158469,CL,0.11293548017159416,0.10268588818415308,1.2969865732387713,1.2667353438123705
681,-0.13076828,0.4924891583380603,-0.13076828,0.4107977849685343,VDss,0.6232574383380602,0.5415660649685343,4.20007879830649,3.4798943985022843
1676,-0.200659451,-0.3493850261876193,-0.200659451,-0.1465301792517935,VDss,0.1487255751876193,0.054129271748206476,1.4083985691722622,1.1327374827930512
1978,0.230448921,0.247206216981215,0.230448921,0.1580882923241381,VDss,0.016757295981215004,0.0723606286758619,1.0393391722804997,1.1813011552368105
2099,0.041392685,-0.0101980055298725,0.041392685,0.2538730933714747,VDss,0.0515906905298725,0.2124804083714747,1.1261356069784076,1.6310993264073774
2141,-1.045757491,-0.2398166523971561,-1.045757491,-0.4830464657993714,VDss,0.8059408386028439,0.5627110252006287,6.3964769408322555,3.653516097507093
2165,1.240549248,0.986372232454656,1.240549248,1.1674801901220764,VDss,0.254177015545344,0.07306905787792362,1.7954652974364096,1.1832296880606565
2179,0.204119983,-0.0893576630111813,0.204119983,-0.1031113770355662,VDss,0.2934776460111813,0.3072313600355662,1.9655208087653906,2.028763206944829
2381,1.079181246,0.612961087431352,1.079181246,0.6750162423297483,VDss,0.46622015856864807,0.40416500367025177,2.925635105422543,2.536091997569203
