PUBCHEM_CID,Actual_A,Predicted_A,Actual_G,Predicted_G,Endpoint,abs_err_A,abs_err_G,fe_A,fe_G
2732,-0.602059991,-0.498866381598459,-0.602059991,-0.6828862674270272,Fu,0.10319360940154099,0.08082627642702722,1.2682171137344043,1.2045540063537457
2733,-0.073143291,-1.398441972145928,-0.073143291,-1.2088064436768116,Fu,1.325298681145928,1.1356631526768115,21.149430680943407,13.666683995738323
2756,-0.096910013,-0.2798145912586254,-0.096910013,-0.3169167614201693,Fu,0.18290457825862538,0.22000674842016926,1.523717930771694,1.6596126956463455
2762,-0.443697493,-0.784847168599444,-0.443697493,-0.8788371381446468,Fu,0.34114967559944404,0.4351396451446468,2.1935607956491943,2.7235769193693256
2764,-0.15490196,-0.1829402240254993,-0.15490196,-0.25976795889644,Fu,0.028038264025499304,0.10486599889644,1.0666900990744161,1.2731102036005402
2783,-0.301029996,-0.5014850315570311,-0.301029996,-0.282305106884416,Fu,0.20045503555703104,0.01872488911558401,1.5865546473753567,1.0440586338192601
2801,-1.522878745,-1.0437443816788314,-1.522878745,-0.9054254154106286,Fu,0.47913436332116865,0.6174533295893715,3.0139383411838203,4.144320457031245
2802,-0.823908741,-1.0780541018679308,-0.823908741,-1.5600889758902696,Fu,0.2541453608679308,0.7361802348902696,1.7953344350701192,5.447286717001547
2806,-1.782715548,-1.719329088259678,-1.782715548,-1.6174726257619356,Fu,0.0633864597403222,0.16524292223806447,1.1571414739791828,1.4629952707579594
2879,-0.486928866,-0.3909306456219282,-0.486928866,-0.4468745439901123,Fu,0.09599822037807182,0.04005432200988773,1.2473784028114165,1.0966153533651737
2907,-0.096910013,-0.0378106822863137,-0.096910013,-0.0736587524422349,Fu,0.0590993307136863,0.023251260557765108,1.1457749701749043,1.0549970871760297
2942,-0.005096556,-0.0772514805705051,-0.005096556,-0.066402289155772,Fu,0.0721549245705051,0.061305733155771994,1.1807417630081793,1.1516108107229985
3016,-1.455931956,-1.452401460417709,-1.455931956,-1.4548854195535537,Fu,0.0035304955822910156,0.0010465364464462557,1.0081623987048922,1.002412644975987
3019,-1.22184875,-0.5747422554377568,-1.22184875,-0.5715565681725081,Fu,0.6471064945622431,0.6502921818274918,4.437174357833788,4.469842101563493
3103,-2.0,-0.7469594977274147,-2.0,-0.7217158481409834,Fu,1.2530405022725852,1.2782841518590167,17.907728535973273,18.97947311301058
3111,-0.397940003,-0.3529959284960373,-0.397940003,-0.5076230466972109,Fu,0.044944074503962705,0.10968304369721094,1.1090319924531868,1.2873097058769014
3118,-2.902803447,-1.521468651119865,-2.902803447,-1.7411340205068364,Fu,1.3813347958801352,1.1616694264931637,24.062170282954884,14.510067290774439
3151,-1.091514981,-1.093784012499007,-1.091514981,-1.045301683645232,Fu,0.002269031499007035,0.04621329735476798,1.005238310327246,1.1122778720920325
3157,-1.607889538,-1.3709266728376956,-1.607889538,-1.380028438588082,Fu,0.23696286516230436,0.2278610994119179,1.725690328590787,1.6899003636538035
3168,-1.301029987,-1.0200777619268226,-1.301029987,-1.1147528249488523,Fu,0.2809522250731773,0.18627716205114764,1.9096431751205134,1.5355966713751676
3229,-0.187086643,-0.1149038166827105,-0.187086643,-0.234669008353389,Fu,0.07218282631728949,0.047582365353389,1.1808176235529744,1.1157897444200524
3249,-2.301029996,-1.8703175272287889,-2.301029996,-1.6718679220287411,Fu,0.43071246877121117,0.6291620739712589,2.6959539443805736,4.257572714670921
3289,-1.03349924,-1.998523090215054,-1.03349924,-1.8812693056778431,Fu,0.9650238502150539,0.8477700656778431,9.22622093539103,7.043200726621478
3306,-0.113509275,-0.1664426310205187,-0.113509275,-0.0950489907855432,Fu,0.0529333560205187,0.018460284214456807,1.1296225569118328,1.0434227084275047
3325,-0.083546051,-0.3910456603006669,-0.083546051,-0.2303321402249152,Fu,0.3074996093006669,0.1467860892249152,2.03001669361837,1.402122921947037
3343,-0.275724137,-0.5663164142296785,-0.275724137,-0.4920638919949072,Fu,0.2905922772296785,0.2163397549949072,1.952505550880548,1.6456586428510724
3347,-2.951541884,-2.1878198855655793,-2.951541884,-2.3101978138762416,Fu,0.7637219984344208,0.6413440701237585,5.803927762500313,4.378688697130157
3356,-0.250509954,-0.9685928922437934,-0.250509954,-1.2700311865826066,Fu,0.7180829382437934,1.0195212325826066,5.224959617607888,10.459748267427129
3357,-0.13667714,-0.3688845561429519,-0.13667714,-0.3287588663559733,Fu,0.2322074161429519,0.1920817263559733,1.7068973971591797,1.5562584637087855
3365,-0.053056729,-0.1208998838096049,-0.053056729,-0.1283133809201257,Fu,0.0678431548096049,0.0752566519201257,1.1690771032787195,1.1892047957180554
3373,-0.301029996,-0.3640044848649912,-0.301029996,-0.4347536669725247,Fu,0.06297448886499118,0.1337236709725247,1.1560443323509937,1.3605787100868434
3446,-0.013228266,-0.0928364171382216,-0.013228266,-0.0110918127067084,Fu,0.0796081511382216,0.002136453293291601,1.2011801623033456,1.0049314854494928
3478,-1.823908741,-1.337763007133101,-1.823908741,-1.2253336829930714,Fu,0.48614573386689885,0.5985750580069285,3.06299109272911,3.968031014732072
3519,-0.494850022,-0.4971983381008724,-0.494850022,-0.551780550055217,Fu,0.002348316100872383,0.05693052805521698,1.0054218429254451,1.1400674020184718
3559,-0.612610174,-0.942943716787572,-0.612610174,-1.156180723063731,Fu,0.3303335427875721,0.5435705490637311,2.1396046978470307,3.495992957215272
3657,0.0,-0.4255818413608472,0.0,-0.1322226864705825,Fu,0.4255818413608472,0.1322226864705825,2.664292126514936,1.3558844700668178
3676,-0.522878745,-0.2782339516349724,-0.522878745,-0.2615287671028601,Fu,0.2446447933650276,0.2613499778971399,1.756486407477773,1.8253660881426699
3730,-0.005096556,-0.2743491125957777,-0.005096556,-0.3356477170634603,Fu,0.26925255659577774,0.33055116106346033,1.8588851439852554,2.140677089464003
3749,-1.0,-1.8800306369276036,-1.0,-2.011104563862742,Fu,0.8800306369276036,1.0111045638627418,7.586310901139376,10.258988993155784
3767,-0.022276395,-0.3069603469394922,-0.022276395,-0.1025478858148748,Fu,0.2846839519394922,0.0802714908148748,1.926122710475566,1.20301624199333
3779,-0.214138307,-0.1605225368711742,-0.214138307,-0.0959926674618091,Fu,0.05361577012882579,0.1181456395381909,1.1313989468041157,1.312640015674316
3822,-1.259637311,-0.9702997087762804,-1.259637311,-1.1455258450842825,Fu,0.28933760222371974,0.11411146591571764,1.9468729104772213,1.3005033220673268
3825,-2.0,-1.9114202494186077,-2.0,-1.7318449147472912,Fu,0.08857975058139234,0.2681550852527088,1.2262520617355996,1.8541936321739458
3869,-0.301029996,-0.4783064497608407,-0.301029996,-0.423537339861705,Fu,0.17727645376084067,0.12250734386170498,1.5040991082036255,1.3258895381860625
3883,-1.739430958,-1.6868434663330267,-1.739430958,-1.7636372800597764,Fu,0.052587491666973296,0.024206322059776353,1.1287233038445272,1.0573196951181767
3958,-0.823908741,-1.4594104340986127,-0.823908741,-1.75979284024932,Fu,0.6355016930986127,0.9358840992493199,4.320178518380216,8.627482742529283
3961,-1.853871964,-1.8167175806956712,-1.853871964,-1.9430014940535592,Fu,0.03715438330432885,0.08912953005355906,1.0893172557702957,1.2278053743816701
3965,-1.397940009,-0.9694487045277338,-1.397940009,-1.013395584797006,Fu,0.42849130447226624,0.38454442420299406,2.6822009035279497,2.4240659108055724
4030,-1.124938737,-1.6235197824175294,-1.124938737,-1.5649144121780396,Fu,0.49858104541752946,0.4399756751780397,3.151962525565732,2.7540744433844995
4041,-2.124938737,-1.5422677276698444,-2.124938737,-1.3871567748202125,Fu,0.5826710093301555,0.7377819621797874,3.8253485228150113,5.467414021101773
4046,-1.650804724,-0.9935539261659736,-1.650804724,-0.9408707288599526,Fu,0.6572507978340263,0.7099339951400473,4.542038360838911,5.127834443145509
4054,-0.259637307,-0.4181176658027896,-0.259637307,-0.3235644813492157,Fu,0.1584803588027896,0.06392717434921574,1.4403908663359841,1.1585830602487042
4058,-0.37675071,-0.3064992853853109,-0.37675071,-0.3351063403004184,Fu,0.07025142461468908,0.041644369699581574,1.1755779312758377,1.1006376623331797
4062,-0.576754126,-0.415474992168992,-0.576754126,-0.5458585039608611,Fu,0.161279133831008,0.03089562203913887,1.4497033211150916,1.0737313216689277
4174,-0.051489231,-0.2845473278112436,-0.051489231,-0.7607592867212082,Fu,0.2330580968112436,0.7092700557212082,1.7102440840163247,5.120001116975705
4178,-0.346787486,-0.5310155345610176,-0.346787486,-0.5828367801229344,Fu,0.1842280485610176,0.2360492941229344,1.5283683956701655,1.7220640248982766
4197,-0.522878745,-0.8120827400801597,-0.522878745,-0.7601015219901379,Fu,0.2892039950801597,0.23722277699013794,1.9462740630773947,1.726723410031896
4212,-0.660051938,-0.7208609667222847,-0.660051938,-0.5528312810226769,Fu,0.060809028722284775,0.10722065697732308,1.1502944614747592,1.2800314992489954
4264,-1.397940009,-0.7931408760675434,-1.397940009,-0.8627452269530308,Fu,0.6047991329324567,0.5351947820469692,4.02530815321925,3.4292155314549397
4342,-0.045757491,-0.0900746924961104,-0.045757491,-0.2061152441624886,Fu,0.0443172014961104,0.16035775316248863,1.1074323389014487,1.4466309525730217
4411,-0.53387413,-0.2191572150297736,-0.53387413,-0.2074952621552371,Fu,0.31471691497022636,0.3263788678447629,2.064034323169256,2.12020994781254
4440,-0.124938737,-0.262305544399391,-0.124938737,-0.3432663321062706,Fu,0.13736680739939103,0.21832759510627062,1.3720401092039098,1.6532083688923762
4485,-1.301029996,-1.2714828211521667,-1.301029996,-0.5165338934432739,Fu,0.029547174847833313,0.7844961025567261,1.0704026481224413,6.088300819771331
4499,-2.0,-1.4405945634272848,-2.0,-1.0162901161879994,Fu,0.5594054365727152,0.9837098838120006,3.6258132906797162,9.631853842539819
4506,-0.886056648,-0.8754692299612957,-0.886056648,-1.0662895242959076,Fu,0.010587418038704222,0.18023287629590767,1.0246780144014467,1.5143730640813957
4509,-0.41595161,-0.6038313706613828,-0.41595161,-0.1363590254616349,Fu,0.1878797606613828,0.2795925845383651,1.5412736748264466,1.9036740267418548
4583,-0.167491087,-0.3243837203927877,-0.167491087,-0.3891164207503742,Fu,0.15689263339278767,0.22162533375037421,1.4351345944439762,1.66580949709326
4594,-1.301029996,-1.409913276013442,-1.301029996,-1.4433735428933203,Fu,0.10888328001344205,0.1423435468933203,1.2849412756700516,1.3878532504595391
4631,-0.576754126,-0.4739866796977258,-0.576754126,-0.4535669249600553,Fu,0.10276744630227419,0.12318720103994468,1.2669732520899937,1.3279667495644862
4634,-1.453567191,-0.8538154927298867,-1.453567191,-0.8994294288703686,Fu,0.5997516982701134,0.5541377621296315,3.978796234618662,3.5821004654270525
4679,-1.698970004,-1.6668109110000835,-1.698970004,-1.6071467171873242,Fu,0.03215909299991648,0.09182328681267582,1.076859622168702,1.2354446322563417
4739,-0.013228259,-0.0861047848443852,-0.013228259,0.0395349323416502,Fu,0.0728765258443852,0.0527631913416502,1.1827052532854088,1.1291800364228315
4746,-1.403437701,-1.5999731020069785,-1.403437701,-2.023329686442719,Fu,0.19653540100697842,0.619891985442719,1.5722999514319402,4.167657156487843
4790,-1.889312012,-1.3665040187300923,-1.889312012,-1.5909945835429484,Fu,0.5228079932699077,0.29831742845705156,3.332790335816698,1.9875470967538647
4828,-0.22184875,-0.5131466487033819,-0.22184875,-0.4700461012529752,Fu,0.29129789870338185,0.24819735125297518,1.9556804696137418,1.7709135105718736
4831,-0.154901963,-0.1732144404283013,-0.154901963,-0.2391730638155548,Fu,0.018312477428301305,0.0842711008155548,1.043067652763081,1.214146523916789
4836,-0.11350928,-0.0520568419323941,-0.11350928,-0.1812150338509673,Fu,0.061452438067605905,0.06770575385096729,1.151999891192349,1.1687072922084278
4906,-0.145693958,-0.2839393030825479,-0.145693958,-0.3657954767812425,Fu,0.13824534508254788,0.2201015187812425,1.3748184290004213,1.6599748905693996
4919,-0.301029996,-0.3588503376789769,-0.301029996,-0.5321522637850726,Fu,0.05782034167897687,0.2311222677850726,1.1424056482893508,1.7026377879119259
4929,-2.903089987,-1.8357418031642816,-2.903089987,-2.0501971042022538,Fu,1.0673481838357184,0.8528928827977462,11.677454501515609,7.126772291220312
4943,-1.677780705,-1.6563776005776378,-1.677780705,-1.459666006986823,Fu,0.02140310442236215,0.21811469801317696,1.0505170475302625,1.6523981421541318
4976,-1.096910018,-1.0765294409339858,-1.096910018,-0.815151718852084,Fu,0.02038057706601415,0.28175829914791595,1.0480465605721552,1.9131908675937503
5002,-0.769551079,-1.1464178303616066,-0.769551079,-1.3188758152907094,Fu,0.37686675136160663,0.5493247362907094,2.3815886469658176,3.542621355422259
5029,-1.431798276,-1.382730515475817,-1.431798276,-1.4204576977173675,Fu,0.04906776052418316,0.011340578282632574,1.1196125566871804,1.0264565687005882
5035,-1.88941029,-1.8482054272648456,-1.88941029,-2.024167687406803,Fu,0.041204862735154446,0.13475739740680281,1.099524378032579,1.3638210754213378
5070,-1.470029056,-1.2344576443197413,-1.470029056,-1.2052429274819143,Fu,0.23557141168025875,0.2647861285180857,1.7201701680949146,1.8398657230548539
5074,-2.0,-1.7377089689778702,-2.0,-1.8675582614594295,Fu,0.2622910310221298,0.1324417385405705,1.8293256799713553,1.3565685317541707
5076,-1.789146635,-1.4183564532398902,-1.789146635,-1.666839090453249,Fu,0.3707901817601098,0.12230754454675097,2.348497930184417,1.3252796964661693
5095,-0.221848742,-0.1882947801423888,-0.221848742,-0.3640421752050795,Fu,0.0335539618576112,0.1421934332050795,1.0803238446916608,1.3873736225171875
5125,-1.171225208,-1.830217097857619,-1.171225208,-2.8546736340859225,Fu,0.658991889857619,1.6834484260859224,4.560283998638486,48.2445684628226
5155,-0.00290499,0.0469260855150208,-0.00290499,-0.0302453222537045,Fu,0.049831075515020806,0.0273403322537045,1.1215821155021772,1.0649772543174214
5193,-0.301029996,-0.3082353308397534,-0.301029996,-0.1941271352040667,Fu,0.007205334839753386,0.10690286079593334,1.0167292898134555,1.2790951753000814
5215,-0.346787486,-0.2858162597169736,-0.346787486,-0.4733107303650685,Fu,0.06097122628302637,0.1265232443650685,1.1507241464196931,1.3382068369156168
5216,-0.547574867,-0.6995560933952647,-0.547574867,-1.027013530830318,Fu,0.15198122639526468,0.4794386638303181,1.4189961802483997,3.016050880937197
5253,-0.000434512,0.033497542686699,-0.000434512,0.0742043398803822,Fu,0.033932054686699,0.0746388518803822,1.0812647743358625,1.1875143103771435
5291,-1.072119311,-1.5680900593142764,-1.072119311,-1.5954225011970626,Fu,0.49597074831427634,0.5233031901970626,3.133074690543508,3.336592660904618
5329,-0.638272164,-0.771562542430887,-0.638272164,-0.87165045389679,Fu,0.13329037843088698,0.23337828989679,1.3592219472324778,1.7115054637271936
5339,-2.259637311,-1.8009965098417546,-2.259637311,-2.0336782021053157,Fu,0.45864080115824546,0.2259591088946844,2.875019542983884,1.6825156359327562
5344,-1.102372909,-1.107725707976979,-1.102372909,-1.2614006783275278,Fu,0.005352798976978823,0.1590277693275277,1.012401544358004,1.442207565116197
5358,-0.083546051,-0.2090557917704909,-0.083546051,-0.2870916336809007,Fu,0.12550974077049093,0.20354558268090067,1.3350875338420103,1.5978852310981981
5379,-0.096910013,-0.3612154212280191,-0.096910013,-0.4497624528472932,Fu,0.26430540822801907,0.3528524398472932,1.8378303035482246,2.2534734198321815
5403,-0.13076828,-0.1752201321501496,-0.13076828,-0.0271279084559484,Fu,0.0444518521501496,0.10364037154405159,1.1077757455384687,1.2695224099032187
5467,-0.001087096,0.0796104996076787,-0.001087096,-0.1536953000150707,Fu,0.0806975956076787,0.1526082040150707,1.2041971516350412,1.4210462209348176
5472,-1.425968732,-1.4025601892687036,-1.425968732,-1.4776204185653403,Fu,0.023408542731296444,0.05165168656534025,1.0553792294599555,1.1262937822125068
5487,-0.15490196,-0.602952841129285,-0.15490196,-0.8822431535203378,Fu,0.44805088112928504,0.7273411935203378,2.8057623365645132,5.33754062475144
5504,-0.11350928,-0.1911614224702782,-0.11350928,-0.2707521229033547,Fu,0.0776521424702782,0.15724284290335472,1.1957823599592947,1.4362923353399804
5556,-1.0,-1.0990061046520605,-1.0,-0.992733277014754,Fu,0.0990061046520605,0.007266722985245999,1.2560476191800711,1.0168730161088888
5566,-2.108226859,-1.4424172253194762,-2.108226859,-1.6238230433272385,Fu,0.6658096336805239,0.4844038156727617,4.632438194094015,3.0507303011503546
5717,-2.0,-2.438246903730697,-2.0,-2.289293647920717,Fu,0.43824690373069686,0.2892936479207169,2.743133246177343,1.9466758803164756
5735,-0.698970004,-0.3645687354138273,-0.698970004,-0.4558067578770472,Fu,0.3344012685861727,0.24316324612295276,2.1597389893373995,1.7505045587878705
5754,-1.0,-0.5873935130061817,-1.0,-0.4807555381214339,Fu,0.4126064869938183,0.5192444618785661,2.5858688048806626,3.305555565094999
5954,-1.950468952,-1.8120045989236877,-1.950468952,-2.1959439074847333,Fu,0.13846435307631233,0.2454749554847333,1.3755119035213392,1.7598471755437524
5959,-0.358525889,-0.6642912966141363,-0.358525889,-0.5975478427795419,Fu,0.30576540761413634,0.23902195377954188,2.0219267016595373,1.7338916445339212
6249,-0.070581074,-0.2377365658000467,-0.070581074,-0.300485608894848,Fu,0.1671554918000467,0.229904534894848,1.4694522960343803,1.6978703914642925
6292,-0.823908726,-1.146480582712685,-0.823908726,-1.3380845445614165,Fu,0.32257185671268496,0.5141758185614165,2.101705480473226,3.2672007384177317
6464,-0.420216403,-0.2854184640520013,-0.420216403,-0.1608828336224596,Fu,0.13479793894799874,0.25933356937754043,1.3639483945364397,1.816910644949229
6569,-0.058304752,-0.2963852402863233,-0.058304752,-0.4725513749426115,Fu,0.23808048828632328,0.4142466229426115,1.7301369777419968,2.595652937920988
6634,-1.522878745,-1.183733938560304,-1.522878745,-1.317052390279244,Fu,0.339144806439696,0.20582635472075617,2.1834578189668896,1.6062988732511958
6643,-3.0,-1.095761705742712,-3.0,-1.1003182526083324,Fu,1.904238294257288,1.8996817473916676,80.21180590728417,79.37463612710776
6726,-0.397940003,-1.0153270080785473,-0.397940003,-0.9006072927138311,Fu,0.6173870050785473,0.5026672897138311,4.143687593730522,3.1817590620847915
7028,0.0,-0.3875972973414054,0.0,-0.3971224877746319,Fu,0.3875972973414054,0.3971224877746319,2.4411659143846216,2.49529839798408
7421,-0.616184634,-0.2836898367115403,-0.616184634,-0.4534067304086048,Fu,0.3324947972884597,0.1627779035913952,2.1502789195196144,1.4547149550927132
7714,-1.462180905,-1.09661194920504,-1.462180905,-1.27376076038936,Fu,0.3655689557949602,0.18842014461064016,2.320432586685238,1.543192644494945
7964,-0.694605633,-1.0400872654514324,-0.694605633,-1.170962240640239,Fu,0.3454816324514324,0.4763566076402389,2.2155503924053,2.994722652284462
8223,-1.698970004,-1.445533107448735,-1.698970004,-1.1491821001813622,Fu,0.253436896551265,0.5497879038186377,1.7924080946468202,3.5464015149959214
8268,-2.90308726,-2.446588966296007,-2.90308726,-2.5438427053054697,Fu,0.456498293703993,0.3592445546945302,2.860871120552183,2.2868862047717853
8411,-0.586340928,-0.7350700470484384,-0.586340928,-0.8209720568355993,Fu,0.14872911904843833,0.23463112883559922,1.408410061809353,1.7164498887045614
8461,-1.017633775,-0.9104264279630656,-1.017633775,-1.029373924969018,Fu,0.10720734703693435,0.011740149969017954,1.2799922703787419,1.0274013923921341
8652,-1.725842151,-1.583377535198871,-1.725842151,-1.7960042674973076,Fu,0.1424646158011289,0.07016211649730764,1.3882401982721881,1.175336210825584
8784,-1.301899454,-0.5993548481654152,-1.301899454,-0.5614849998267065,Fu,0.7025446058345848,0.7404144541732934,5.041323952416471,5.500655598251225
9565,-0.698970004,-0.866951510206896,-0.698970004,-0.7239510729145194,Fu,0.167981506206896,0.024981068914519455,1.4722498075005903,1.0592075528527414
9801,-1.522878745,-1.7333173266703257,-1.522878745,-1.6469294464463606,Fu,0.2104385816703256,0.12405070144636055,1.623448744615455,1.3306097501405414
10391,-0.275724143,-0.3769086077190189,-0.275724143,-0.4236545142318926,Fu,0.10118446471901893,0.14793037123189262,1.2623636042641075,1.4058221159945825
10707,-1.15805269,-0.4233335558494929,-1.15805269,-0.394271913656033,Fu,0.7347191341505073,0.7637807763439671,5.428991155672906,5.80471332584873
10783,-0.443697496,-1.0363209757722722,-0.443697496,-0.9602123816331964,Fu,0.5926234797722723,0.5165148856331965,3.914023958872873,3.2848450306003962
10800,-2.57888987,-1.4974254092804729,-2.57888987,-1.38786698244426,Fu,1.081464460719527,1.1910228875557398,12.06325367878006,15.524688237548295
12281,-1.282329497,-0.9459245996288228,-1.282329497,-0.755930691414848,Fu,0.3364048973711773,0.5263988055851521,2.1697260208254354,3.360460582515044
12560,-1.0,-0.6379800272819578,-1.0,-0.8551142794215221,Fu,0.3620199727180422,0.14488572057847793,2.3015476605803764,1.3960009716882646
12932,-2.170696227,-2.076651480220339,-2.170696227,-2.109450947400375,Fu,0.09404474677966101,0.061245279599625224,1.2417802456779687,1.1514505182798074
13263,-2.488116639,-1.49386805484412,-2.488116639,-1.9261535348775132,Fu,0.9942485841558797,0.5619631041224866,9.868441799663975,3.6472296024292925
13314,-0.920818754,-1.520641050036095,-0.920818754,-1.740691785282668,Fu,0.5998222960360949,0.819873031282668,3.979443069817143,6.605003183643948
13342,-0.853871964,-0.494187906501134,-0.853871964,-0.4288474549824635,Fu,0.359684057498866,0.42502450901753647,2.2892016881292516,2.66087521965574
13878,-0.337950837,-0.1628521833571585,-0.337950837,-0.3199236685917169,Fu,0.1750986536428415,0.018027168408283112,1.4965755772096394,1.0423826362804207
15387,-0.301029996,-0.1269117410935039,-0.301029996,-0.3505371545145112,Fu,0.17411825490649613,0.04950715851451115,1.4932009408768805,1.120745899338582
16003,-1.719877104,-2.7220458533484937,-1.719877104,-2.497200794484355,Fu,1.0021687493484936,0.777323690484355,10.050062193705331,5.988577723658738
16421,-1.993107788,-2.07194827864228,-1.993107788,-2.6260009998536784,Fu,0.07884049064227971,0.6328932118536783,1.1990588272989087,4.294308215551054
17004,-1.565431096,-1.2054825808716882,-1.565431096,-1.1666637334484402,Fu,0.3599485151283117,0.39876736255155976,2.2905960904033935,2.5047671711884796
22419,-2.124938737,-1.6904245099300417,-2.124938737,-1.4516744948475166,Fu,0.43451422706995824,0.6732642421524833,2.7196575780088468,4.71263975056271
26098,-2.259637311,-0.6932356530739401,-2.259637311,-0.5832168987668714,Fu,1.56640165792606,1.6764204122331288,36.84695957836984,47.47012903482446
