PUBCHEM_CID,Actual_A,Predicted_A,Actual_D,Predicted_D,Endpoint,abs_err_A,abs_err_D,fe_A,fe_D
3961,-0.308034897,-0.7058622179357247,-0.308034897,-0.9313309373157762,CL,0.3978273209357247,0.6232960403157762,2.4993514013960914,4.200452136123608
4030,-0.045757491,-0.4101969080346184,-0.045757491,-0.8741966406151238,CL,0.3644394170346184,0.8284391496151238,2.3144053098959727,6.736575005569741
4062,-0.389339837,-0.3778478783772345,-0.389339837,-0.418417830920876,CL,0.01149195862276553,0.029077993920875955,1.0268144190421358,1.0692468855054318
4197,-0.42945706,-0.5065513577297671,-0.42945706,-0.7004162998384833,CL,0.07709429772976711,0.2709592398384833,1.1942473815135755,1.8662045323396403
4212,-0.324221658,0.1482768515596768,-0.324221658,-0.4759345674622746,CL,0.4724985095596768,0.15171290946227456,2.9682365568566222,1.4181197631443667
4411,-0.759450752,-0.5154300061287003,-0.759450752,-0.1762408926557829,CL,0.24402074587129974,0.5832098593442171,1.7539642851955797,3.8300977620765586
4440,-0.402304814,-0.5435460907065861,-0.402304814,-0.2791684179200683,CL,0.1412412767065861,0.12313639607993171,1.384335246870279,1.3278114094569777
4506,-1.287350298,-1.0541175616836451,-1.287350298,-1.321476790390934,CL,0.23323273631635488,0.034126492390933905,1.7109319496308557,1.0817489750777143
4583,-0.823908741,-0.5657158814737231,-0.823908741,-0.6796274577699827,CL,0.2581928595262769,0.14428128323001732,1.8121446429503216,1.394059413023541
4594,-0.297569464,-0.7386141909215406,-0.297569464,-0.798763465662496,CL,0.44104472692154056,0.5011940016624961,2.760862175990898,3.1709836420261013
4634,-0.514278574,-0.0135156295618086,-0.514278574,-0.4357515579287329,CL,0.5007629444381914,0.07852701607126711,3.1678378565164254,1.1981936566684868
4679,-0.879426069,-1.0855987055532683,-0.879426069,-0.8343125765172797,CL,0.20617263655326834,0.04511349248272023,1.6075801557761373,1.1094647094666588
4831,-0.76853041,-0.5603201339488333,-0.76853041,-0.2224612806860929,CL,0.2082102760511667,0.546069129313907,1.6151403837889626,3.516164050118576
4906,0.240549248,-0.536538396798008,0.240549248,-0.1601633704981625,CL,0.777087644798008,0.40071261849816253,5.985323724547778,2.516011480761351
4919,-1.287350298,-0.3558687960563208,-1.287350298,-0.3461917836987465,CL,0.9314815019436792,0.9411585143012535,8.540464699447016,8.732900546916992
5029,-0.619788758,-0.803865208925656,-0.619788758,-0.6895681018962206,CL,0.18407645092565605,0.06977934389622065,1.5278349866348877,1.1743007652509805
5035,-0.188424994,-0.2431087203467395,-0.188424994,-0.2965432910227315,CL,0.054683726346739486,0.10811829702273151,1.1341845483514892,1.2826799229272583
5095,0.255272505,-0.2794327652014674,0.255272505,-0.2823674558883462,CL,0.5347052702014674,0.5376399608883462,3.4253524937826567,3.448577266060598
5215,-1.48148606,-1.9449105055393172,-1.48148606,-1.5166703125926233,CL,0.4634244455393173,0.035184252592623366,2.906862206963245,1.0843868754621018
5253,-0.920818754,-0.8659548375137477,-0.920818754,-1.0882912279122583,CL,0.05486391648625233,0.16747247391225828,1.1346552227050093,1.4705252088583012
5291,-0.70333481,-0.0011261331529841,-0.70333481,-0.2744787135655918,CL,0.7022086768470158,0.4288560964344082,5.037425970482747,2.684454803625724
5329,-1.665546249,-1.7721328787267303,-1.665546249,-1.623054308703185,CL,0.10658662972673039,0.04249194029681491,1.278164142502907,1.1027877679561766
5339,-1.806875402,-0.8797520586391957,-1.806875402,-1.5239689318251128,CL,0.9271233433608043,0.2829064701748871,8.455189457018045,1.918255579930004
5344,-1.744727495,-1.587977996971175,-1.744727495,-1.4037179191795923,CL,0.1567494980288251,0.3410095758204077,1.4346616787756175,2.1928532853494
5358,0.056904851,-0.5842164835775907,0.056904851,-0.500648810859363,CL,0.6411213345775907,0.557553661859363,4.376443585564996,3.610386211226212
5379,-0.774690718,-0.8295064279216479,-0.774690718,-0.7537114126525521,CL,0.05481570992164786,0.020979305347447852,1.1345292832860971,1.0494924178892964
5403,-0.690369833,0.0439973146876062,-0.690369833,-0.1620228013346968,CL,0.7343671476876061,0.5283470316653032,5.42459285613632,3.375569325179475
5467,-0.549750892,-0.3921549956242948,-0.549750892,-0.6409671042008137,CL,0.15759589637570526,0.09121621220081366,1.4374604233269639,1.2337188835980053
5735,-0.70333481,-0.382408848011448,-0.70333481,-0.5652358168238832,CL,0.320925961988552,0.13809899317611674,2.093755484456279,1.3743552101291774
6249,-0.774690718,-0.5190315886709885,-0.774690718,-0.5127326356768499,CL,0.25565912932901147,0.2619580823231501,1.8016031368001708,1.8279237782202982
8223,-0.045757491,-0.3355438049508866,-0.045757491,-0.1975600710946253,CL,0.2897863139508866,0.15180258009462533,1.948885453096665,1.4184125986053921
12560,-0.473660723,-0.4373860005797449,-0.473660723,-0.4134150923380564,CL,0.03627472242025509,0.060245630661943605,1.0871130831854243,1.1488031842119435
13342,-0.730487056,-0.4771981817739436,-0.730487056,-0.4880353707475415,CL,0.2532888742260564,0.24245168525245847,1.791797285125504,1.7476388288501086
27447,-0.630784143,-0.6695530061156334,-0.630784143,-0.7227565461269277,CL,0.038768863115633434,0.09197240312692778,1.0933743040938242,1.2358688987124382
31703,-0.045757491,0.2007721809391111,-0.045757491,0.2522021072998599,CL,0.24652967193911107,0.2979595982998599,1.7641262892859575,1.985910162813191
33255,-1.272458743,-0.6555965583715692,-1.272458743,-0.6368516718657913,CL,0.6168621846284309,0.6356070711342088,4.138683204747198,4.321226901863604
33613,-0.70333481,-0.4461665743005287,-0.70333481,-0.5768319020767347,CL,0.2571682356994713,0.12650290792326524,1.8078743193377629,1.3381441749905212
37910,-0.075720714,-0.3855041452216011,-0.075720714,-0.1860256723189557,CL,0.3097834312216011,0.1103049583189557,2.040720049026044,1.289154468515392
38103,-0.70333481,-0.6748718953082278,-0.70333481,-0.5904920530219842,CL,0.0284629146917722,0.11284275697801582,1.0677336126543118,1.2967096922167771
38853,-0.677780705,-0.3895281714878221,-0.677780705,-0.2343869450809787,CL,0.2882525335121779,0.4433937599190213,1.942014791908683,2.7758357191590317
38945,-0.879426069,-0.5779116223160008,-0.879426069,-0.2158260247659733,CL,0.3015144466839992,0.6636000442340266,2.002232224174026,4.608929279240407
39186,-0.107905397,0.0817898535977708,-0.107905397,-0.1185811927016002,CL,0.18969525059777081,0.010675795701600196,1.5477301778156245,1.0248865546126245
41049,0.225309282,0.0893887649960958,0.225309282,0.2125209793048933,CL,0.1359205170039042,0.012788302695106696,1.3674785317466787,1.0298839800309496
41781,-1.49757288,-1.81426847461818,-1.49757288,-1.265887827440212,CL,0.31669559461818,0.231685052559788,2.073459680107147,1.704845598028397
47528,-0.272458743,-0.2227561960164261,-0.272458743,-0.2423494074270742,CL,0.0497025469835739,0.030109335572925805,1.1212502347643722,1.071789098961516
47965,-0.823908741,-0.5947454960161587,-0.823908741,-0.755792189661033,CL,0.22916324498384133,0.06811655133896699,1.6949747971129119,1.1698132909599714
51081,-0.920818754,-0.6074377866539609,-0.920818754,-0.5807214213210203,CL,0.31338096734603915,0.3400973326789797,2.057694834454752,2.188251992978578
53084,-0.568636236,-0.5849180999284648,-0.568636236,-0.2629892001512778,CL,0.016281863928464757,0.3056470358487222,1.0382020065900996,2.0213756782666605
53276,-1.017728767,-0.3525646505703569,-1.017728767,-0.7795096876422115,CL,0.665164116429643,0.2382190793577884,4.625557845274521,1.7306891832404787
54477,-0.991399828,-0.3144673548438135,-0.991399828,-0.5467412457056673,CL,0.6769324731561865,0.44465858229433275,4.752613235709424,2.7839317388011615
54766,0.033423755,-0.3856628863422895,0.033423755,-0.508626923169452,CL,0.4190866413422895,0.5420506781694521,2.6247421247507194,3.4837796516681148
58505,-0.653647026,-0.7304074281657857,-0.653647026,-0.8252282977107387,CL,0.07676040216578572,0.17158127171073867,1.1933295695834378,1.4845036567086747
60063,-0.549750892,-0.5197934264783182,-0.549750892,-0.6239492760144818,CL,0.02995746552168188,0.07419838401448176,1.0714143665732598,1.1863105264081755
60172,-0.653647026,-0.7081296145038098,-0.653647026,-0.6751761244693131,CL,0.054482588503809826,0.021529098469313057,1.133659387143898,1.050821859359643
60404,-1.200659451,-1.0793946292720882,-1.200659451,-0.9009050529374492,CL,0.12126482172791175,0.2997543980625508,1.322101572349816,1.9941342744959507
60464,-0.790484985,-0.8556312787435812,-0.790484985,-0.683919965482168,CL,0.06514629374358127,0.10656501951783193,1.1618399181139496,1.278100543474881
60648,-1.017728767,-0.6097173920486523,-1.017728767,-0.5123939314511405,CL,0.40801137495134765,0.5053348355488594,2.5586529017362243,3.2013623683242334
60726,-1.107905397,-0.9171668064159396,-1.107905397,-0.956404475039405,CL,0.19073859058406029,0.15150092196059495,1.5514528823295657,1.4174277204866064
60753,0.193124598,-0.3418948205508989,0.193124598,-0.5867497235204303,CL,0.535019418550899,0.7798743215204303,3.427831130191429,6.02385239359307
60795,-1.302770657,-0.2572482839504122,-1.302770657,-0.3682825484703938,CL,1.0455223730495877,0.9344881085296062,11.1050974271393,8.599795193619434
60854,-0.514278574,-0.288875574320385,-0.514278574,-0.5269069223273711,CL,0.22540299967961497,0.012628348327371142,1.680362572305247,1.0295047348070219
60855,-1.017728767,-0.7878869917731396,-1.017728767,-0.8105784493086137,CL,0.22984177522686033,0.20715031769138625,1.6976250508312416,1.6112032071660831
60857,-0.395773947,-0.2390738090048236,-0.395773947,-0.2148469353862331,CL,0.1567001379951764,0.18092701161376692,1.4344986305961414,1.516795430409049
65820,-1.619788758,-0.5811480798924107,-1.619788758,-0.4840960292823665,CL,1.0386406781075894,1.1356927287176335,10.930516347574601,13.667614747070463
65906,-1.209011525,-0.7541769516964286,-1.209011525,-0.5941406234177454,CL,0.45483457330357135,0.6148709015822545,2.8499324956611303,4.119750371561941
65981,-0.329754147,-0.751050497205442,-0.329754147,-0.4206023748969805,CL,0.42129635020544204,0.0908482278969805,2.6381309573183045,1.232673977614242
65999,-0.297569464,-0.7279852621191512,-0.297569464,-0.6812238842259124,CL,0.43041579811915115,0.3836544202259124,2.6941129417174086,2.4191033352241136
68740,-0.879426069,-0.9373260564835166,-0.879426069,-0.8667603449596146,CL,0.05789998748351666,0.012665724040385351,1.1426151746924136,1.0295933385791378
68741,-1.70333481,-0.9661797186480324,-1.70333481,-0.5708040304403239,CL,0.7371550913519677,1.1325307795596762,5.45952792049882,13.568466900843251
68770,-0.53165267,-0.4682586158727801,-0.53165267,-0.5753134799422768,CL,0.06339405412721993,0.043660809942276724,1.157161708767443,1.1057598327650753
71329,-0.505845406,-0.371394192854898,-0.505845406,-0.899192940786824,CL,0.13445121314510206,0.39334753478682394,1.3628598995355987,2.473702880536589
71616,-0.302770657,-1.358700239980713,-0.302770657,-1.2056406837569873,CL,1.0559295829807132,0.9028700267569874,11.374428445473223,7.995949208638747
71733,-0.272458743,-0.497248196744816,-0.272458743,-0.4458119733879589,CL,0.22478945374481601,0.1733532303879589,1.6779903300663663,1.4905729319160073
77999,-1.408935393,-1.0286878423607348,-1.408935393,-0.7893707140275206,CL,0.3802475506392651,0.6195646789724794,2.4002006589372367,4.164517380803629
84029,-0.358525889,-0.4105772049255551,-0.358525889,-0.3896982954913578,CL,0.05205131592555512,0.03117240649135783,1.127330652890289,1.0744158499588725
104838,-0.744727495,-0.4513740427261715,-0.744727495,-0.6620664318694119,CL,0.29335345227382853,0.08266106313058807,1.9649588157270623,1.2096537138342678
104865,-0.899629455,-0.5442703146198339,-0.899629455,-0.7211723942959865,CL,0.35535914038016614,0.17845706070401357,2.266517832665009,1.508193485992973
107994,-1.253365801,-1.1451762986072684,-1.253365801,-0.9485087325899068,CL,0.1081895023927315,0.3048570684100932,1.282890243781177,2.01770220408917
115237,-1.149966742,-0.4160528898856409,-1.149966742,-0.5227497235575198,CL,0.7339138521143591,0.6272170184424801,5.418933882297715,4.238547147943894
119607,-1.075720714,-0.8891350956392429,-1.075720714,-1.3946838409578288,CL,0.18658561836075716,0.3189631269578288,1.5366877115592847,2.0843139104194544
121892,-0.302770657,-0.1521519062443996,-0.302770657,-0.6463457668495947,CL,0.1506187507556004,0.34357510984959466,1.4145514582616336,2.205845597387075
126941,-0.899629455,-0.7110991947783002,-0.899629455,-0.3346815940367913,CL,0.18853026022169983,0.5649478609632087,1.5435839714696296,3.6723820922657384
129211,-1.42945706,-0.6002786407285856,-1.42945706,-0.9156200210705292,CL,0.8291784192714144,0.5138370389294709,6.748051979794548,3.2646530904322555
149096,-0.943095149,-0.6302065292220745,-0.943095149,-0.6796274577699827,CL,0.3128886197779255,0.26346769123001734,2.055363404872821,1.8342887025327166
150610,-1.568636236,-0.6265581482819076,-1.568636236,-0.7906073009438731,CL,0.9420780877180923,0.7780289350561268,8.751411146185072,5.99831038924467
151171,-0.744727495,-0.879970614946884,-0.744727495,-0.7712674905730503,CL,0.13524311994688398,0.026539995573050312,1.3653472500429498,1.0630164753678306
151174,-0.313363731,-0.288466932291034,-0.313363731,-0.3572735445456169,CL,0.024896798708965995,0.043909813545616905,1.0590020448793682,1.1063940041446305
152946,-0.841637508,-0.8277324194248312,-0.841637508,-0.8622034674355701,CL,0.013905088575168811,0.020565959435570047,1.0325357290591213,1.0484940238392495
155774,-0.744727495,-0.4205284910479633,-0.744727495,-0.3045360055352422,CL,0.3241990039520367,0.44019148946475783,2.109594594381677,2.755443367791391
158781,-1.759450752,-1.3248969715999972,-1.759450752,-0.9789366961143552,CL,0.4345537804000028,0.7805140558856448,2.719905281852564,6.032732324720617
175805,-0.48148606,-0.4602596448067272,-0.48148606,-0.3954132122587904,CL,0.021226415193272785,0.0860728477412096,1.0500897400185878,1.2191940871018592
183797,-0.943095149,-0.7892966305825833,-0.943095149,-0.6967929795081563,CL,0.15379851841741676,0.2463021694918437,1.42494636701878,1.7632024047729107
208898,0.300986564,-0.5638081130254002,0.300986564,-0.6438184059546269,CL,0.8647946770254002,0.9448049699546269,7.324781549168297,8.80653306330894
214356,-1.107905397,-0.644354480760416,-1.107905397,-0.93199712333236,CL,0.4635509162395839,0.17590827366763995,2.907708836263216,1.4993681239863772
216210,-0.936291441,-0.6293370047408631,-0.936291441,-0.7207282642273768,CL,0.3069544362591369,0.21556317677262316,2.0274699975836428,1.642718608397553
441243,-0.107905397,-0.4232878136355597,-0.107905397,-0.5048911417379139,CL,0.31538241663555966,0.3969857447379139,2.0671996207336027,2.494512845824287
441314,-0.991399828,-0.8419006965431506,-0.991399828,-0.7412596265069552,CL,0.14949913145684945,0.25014020149304483,1.4109094147852803,1.778853577305875
443879,-0.297569464,-0.3912956549507991,-0.297569464,-0.6778661856783686,CL,0.0937261909507991,0.38029672167836864,1.2408697314776473,2.40047242624442
446156,-0.759450752,-0.7842964552032949,-0.759450752,-0.569290288787623,CL,0.024845703203294933,0.190160463212377,1.0588774587649075,1.5493889817196802
446598,-0.568636236,-0.789091340538508,-0.568636236,-0.4926708194325993,CL,0.22045510453850803,0.07596541656740069,1.6613269281876029,1.191147151658806
449193,-0.879426069,-0.7800332790470319,-0.879426069,-0.976017078257628,CL,0.09939278995296807,0.09659100925762798,1.2571664716214899,1.249082170528981
461399,-0.653647026,-0.5892038421593695,-0.653647026,-0.7401375279155178,CL,0.06444318384063052,0.08649050191551777,1.159960455506408,1.2203671308430137
2723601,-0.034328029,-0.2124334228628643,-0.034328029,-0.2721091972636103,CL,0.17810539386286428,0.23778116826361032,1.5069727314525914,1.7289449611649061
3000540,-0.899629455,-0.725024791448875,-0.899629455,-0.6273603975989137,CL,0.17460466355112503,0.2722690574010863,1.4948742587712387,1.8718414385809607
5281037,-0.943095149,-0.7692960034665592,-0.943095149,-0.682268441281331,CL,0.17379914553344078,0.260826707718669,1.4921041749257598,1.823168076226867
5281040,-1.389339837,-0.9671928628925162,-1.389339837,-0.7714500701217402,CL,0.4221469741074839,0.6178897668782599,2.6433031536538016,4.148487318906338
5284371,-0.045757491,-0.3182105404398673,-0.045757491,-0.2753236534177555,CL,0.2724530494398673,0.22956616241775551,1.8726346259269655,1.6965480425011505
5284596,0.139879086,0.2185092874162246,0.139879086,0.1032039535998188,CL,0.0786302014162246,0.03667513240018121,1.1984783729603907,1.0881158397756792
5284603,-0.436518915,-0.2527270744842886,-0.436518915,-0.3732742401030779,CL,0.1837918405157114,0.06324467489692209,1.5268340637406481,1.1567637617329478
5288826,0.193124598,0.0021810081269009,0.193124598,-0.0228183411855241,CL,0.19094358987309912,0.2159429391855241,1.5521853848743927,1.6441556877136265
5361092,0.390935107,0.0334045379492022,0.390935107,0.0655606742049375,CL,0.35753056905079783,0.3253744327950625,2.277878571168581,2.1153119984055553
5362065,-1.22184875,-0.9822312122256256,-1.22184875,-0.6599635042536756,CL,0.23961753777437433,0.5618852457463244,1.7362711049637358,3.646575801993213
5362119,-1.142667504,-0.8047914849954425,-1.142667504,-0.7729800725181509,CL,0.33787601900455755,0.3696874314818491,2.1770881754835756,2.342542244245676
5362440,0.033423755,-0.3804544354346255,0.033423755,-0.4365036070556032,CL,0.4138781904346255,0.4699273620556032,2.5934518567897262,2.9507156633022906
5462501,-1.017728767,-1.0654101199433583,-1.017728767,-0.7572267939632904,CL,0.0476813529433584,0.2605019730367095,1.1160440924039305,1.821805349689472
5479530,-1.879426069,-1.1526933168782814,-1.879426069,-0.9856338566408892,CL,0.7267327521217186,0.8937922123591108,5.330068029613334,7.830549015073448
5479537,-0.879426069,-0.7227688809844284,-0.879426069,-0.6710753159801591,CL,0.1566571880155716,0.20835075301984085,1.4343567714590337,1.6156629018808426
5487888,-0.943095149,-0.8519616622266076,-0.943095149,-0.7874215907503866,CL,0.09113348677339239,0.15567355824961338,1.2334839043235115,1.431111785535135
5742673,-0.790484985,-0.8224843096570007,-0.790484985,-1.0180518087099282,CL,0.03199932465700073,0.2275668237099282,1.0764635396903512,1.6887556837378521
5742832,-1.045757491,-0.968003045606849,-1.045757491,-1.0481849708091686,CL,0.07775444539315102,0.0024274798091685756,1.196064073048252,1.0056051291042736
6410758,-0.70333481,-0.8050486261195746,-0.70333481,-0.7832127971288584,CL,0.10171381611957464,0.07987798712885841,1.2639032078802568,1.2019267118568802
6433110,0.100370545,-0.3726716813108039,0.100370545,-0.5263498065443656,CL,0.47304222631080395,0.6267203515443656,2.971954979903843,4.2337026406576115
6918554,-0.570570736,-0.3955237624286391,-0.570570736,-0.4351108135495845,CL,0.17504697357136084,0.1354599224504155,1.4963974986606785,1.3660290100279915
9809656,-0.943095149,-0.7658881107500313,-0.943095149,-0.747654533863002,CL,0.17720703824996875,0.19544061513699806,1.5038587195531234,1.5683414300488459
9852981,0.700357528,-0.8918339341268662,0.700357528,-0.7843968477559013,CL,1.5921914621268662,1.4847543757559012,39.10132390518373,30.53193827770069
9931954,-0.587371479,-0.3409489824298433,-0.587371479,-0.4413340577779026,CL,0.2464224965701567,0.1460374212220974,1.7636909911962102,1.399707923977238
11319053,-0.458420756,-0.6471315471710978,-0.458420756,-0.6531997200813005,CL,0.1887107911710978,0.19477896408130047,1.5442257539887478,1.5659538687527532
11552706,-0.645507399,-0.5377440343222633,-0.645507399,-0.693794938139952,CL,0.10776336467773673,0.048287539139951985,1.281632065707456,1.1176029491719277
11993740,-0.642065153,-0.6853278131878673,-0.642065153,-0.5029487250594232,CL,0.043262660187867286,0.13911642794057677,1.1047465657829545,1.3775787279197045
54677470,-2.142667504,-2.0973174785141584,-2.142667504,-1.8625401083909865,CL,0.04535002548584144,0.28012739560901334,1.110069129984848,1.9060197463319495
54677971,-2.744727495,-2.1453185157289543,-2.744727495,-2.108006545226244,CL,0.5994089792710455,0.6367209497737556,3.9756576472722225,4.332324211245636
135398513,-0.549750892,-0.3585159074268383,-0.549750892,-0.2701667329873412,CL,0.19123498457316174,0.2795841590126589,1.5532271903424386,1.903637094891391
135398739,-0.180456064,-0.2601174208123999,-0.180456064,-0.4799931291520888,CL,0.07966135681239991,0.2995370651520888,1.2013273286109307,1.9931366044783099
135398740,-0.559090918,-0.2804249442145955,-0.559090918,-0.1040057999941801,CL,0.2786659737854045,0.4550851180058199,1.899616677554635,2.8515770974731316
135398744,-0.26760624,-0.1702469351889413,-0.26760624,-0.2446713326524149,CL,0.0973593048110587,0.022934907347585104,1.2512938349017997,1.0542288752800493
135398748,-0.297569464,-0.206907274222709,-0.297569464,-0.2441412197587813,CL,0.09066218977729101,0.0534282442412187,1.232146051868287,1.1309105206301613
135400189,-0.107905397,-0.212738856195263,-0.107905397,-0.3198931294637962,CL,0.104833459195263,0.2119877324637962,1.273014818843419,1.629250010489754
135401907,-0.180456064,-0.4667464051016403,-0.180456064,-0.1725623523736137,CL,0.2862903411016403,0.007893711626386302,1.9332603374668718,1.018342130512531
135403648,-0.458420756,-0.5713562361715941,-0.458420756,-0.3256581783953259,CL,0.11293548017159416,0.13276257760467408,1.2969865732387713,1.3575710795753226
681,-0.13076828,0.4924891583380603,-0.13076828,0.412694706248491,VDss,0.6232574383380602,0.543462986248491,4.20007879830649,3.4951272029936495
1676,-0.200659451,-0.3493850261876193,-0.200659451,-0.2994217863149969,VDss,0.1487255751876193,0.0987623353149969,1.4083985691722622,1.255342797927991
1978,0.230448921,0.247206216981215,0.230448921,0.221460007774663,VDss,0.016757295981215004,0.008988913225337014,1.0393391722804997,1.0209134212500686
2099,0.041392685,-0.0101980055298725,0.041392685,-0.059652434378567,VDss,0.0515906905298725,0.101045119378567,1.1261356069784076,1.2619586341880795
2141,-1.045757491,-0.2398166523971561,-1.045757491,-0.104395610053522,VDss,0.8059408386028439,0.941361880946478,6.3964769408322555,8.73699085117964
2165,1.240549248,0.986372232454656,1.240549248,0.9938925195489532,VDss,0.254177015545344,0.2466567284510468,1.7954652974364096,1.7646424748076233
2179,0.204119983,-0.0893576630111813,0.204119983,0.0248400328839143,VDss,0.2934776460111813,0.17927995011608572,1.9655208087653906,1.5110538791702202
2381,1.079181246,0.612961087431352,1.079181246,0.4742530740479886,VDss,0.46622015856864807,0.6049281719520114,2.925635105422543,4.026504343852461
