PUBCHEM_CID,Actual_A,Predicted_A,Actual_E,Predicted_E,Endpoint,abs_err_A,abs_err_E,fe_A,fe_E
2710,-0.886056648,-1.2184597096425025,-0.886056648,-0.9585772,Fu,0.33240306164250255,0.07252055200000007,2.1498247659392224,1.181736234204952
2732,-0.602059991,-0.498866381598459,-0.602059991,-0.68840504,Fu,0.10319360940154099,0.08634504900000006,1.2682171137344043,1.2199584767086606
2733,-0.073143291,-1.398441972145928,-0.073143291,-1.3235037,Fu,1.325298681145928,1.250360409,21.149430680943407,17.79755767533841
2756,-0.096910013,-0.2798145912586254,-0.096910013,-0.2866452,Fu,0.18290457825862538,0.18973518699999997,1.523717930771694,1.5478725089286178
2762,-0.443697493,-0.784847168599444,-0.443697493,-0.7516744,Fu,0.34114967559944404,0.30797690699999997,2.1935607956491943,2.0322489460755633
2764,-0.15490196,-0.1829402240254993,-0.15490196,-0.3031002,Fu,0.028038264025499304,0.14819823999999998,1.0666900990744161,1.4066894813703616
2783,-0.301029996,-0.5014850315570311,-0.301029996,-0.35536638,Fu,0.20045503555703104,0.05433638399999996,1.5865546473753567,1.1332778068587483
2801,-1.522878745,-1.0437443816788314,-1.522878745,-0.8775822,Fu,0.47913436332116865,0.6452965450000001,3.0139383411838203,4.418720634918041
2802,-0.823908741,-1.0780541018679308,-0.823908741,-1.353824,Fu,0.2541453608679308,0.5299152589999999,1.7953344350701192,3.3877804617780867
2806,-1.782715548,-1.719329088259678,-1.782715548,-1.4982363,Fu,0.0633864597403222,0.284479248,1.1571414739791828,1.9252150498557445
2879,-0.486928866,-0.3909306456219282,-0.486928866,-0.46264204,Fu,0.09599822037807182,0.02428682600000004,1.2473784028114165,1.0575157056470839
2907,-0.096910013,-0.0378106822863137,-0.096910013,-0.040173486,Fu,0.0590993307136863,0.056736527,1.1457749701749043,1.1395582431507716
2942,-0.005096556,-0.0772514805705051,-0.005096556,-0.13034646,Fu,0.0721549245705051,0.125249904,1.1807417630081793,1.3342889948498617
3016,-1.455931956,-1.452401460417709,-1.455931956,-1.1247351,Fu,0.0035304955822910156,0.3311968559999998,1.0081623987048922,2.143862145797071
3019,-1.22184875,-0.5747422554377568,-1.22184875,-0.65078247,Fu,0.6471064945622431,0.5710662799999999,4.437174357833788,3.724485432784087
3103,-2.0,-0.7469594977274147,-2.0,-0.71535707,Fu,1.2530405022725852,1.28464293,17.907728535973273,19.259407842457062
3111,-0.397940003,-0.3529959284960373,-0.397940003,-0.6145862,Fu,0.044944074503962705,0.21664619699999998,1.1090319924531868,1.646820243829142
3118,-2.902803447,-1.521468651119865,-2.902803447,-1.9677838,Fu,1.3813347958801352,0.9350196470000001,24.062170282954884,8.610327034667126
3151,-1.091514981,-1.093784012499007,-1.091514981,-0.95714426,Fu,0.002269031499007035,0.13437072100000003,1.005238310327246,1.3626073304698358
3157,-1.607889538,-1.3709266728376956,-1.607889538,-1.2849796,Fu,0.23696286516230436,0.322909938,1.725690328590787,2.103342213064703
3168,-1.301029987,-1.0200777619268226,-1.301029987,-1.0827762,Fu,0.2809522250731773,0.21825378699999987,1.9096431751205134,1.6529274309205175
3229,-0.187086643,-0.1149038166827105,-0.187086643,-0.35985726,Fu,0.07218282631728949,0.17277061700000002,1.1808176235529744,1.4885746438023675
3249,-2.301029996,-1.8703175272287889,-2.301029996,-1.3862784,Fu,0.43071246877121117,0.9147515960000001,2.6959539443805736,8.217724851838629
3289,-1.03349924,-1.998523090215054,-1.03349924,-2.194144,Fu,0.9650238502150539,1.16064476,9.22622093539103,14.475872856926147
3306,-0.113509275,-0.1664426310205187,-0.113509275,-0.17789946,Fu,0.0529333560205187,0.064390185,1.1296225569118328,1.159818909134286
3325,-0.083546051,-0.3910456603006669,-0.083546051,-0.25614497,Fu,0.3074996093006669,0.17259891900000002,2.03001669361837,1.4879862532430348
3343,-0.275724137,-0.5663164142296785,-0.275724137,-0.50678974,Fu,0.2905922772296785,0.231065603,1.952505550880548,1.7024156499053649
3347,-2.951541884,-2.1878198855655793,-2.951541884,-2.1322684,Fu,0.7637219984344208,0.819273484,5.803927762500313,6.595891210736433
3356,-0.250509954,-0.9685928922437934,-0.250509954,-0.7819061,Fu,0.7180829382437934,0.5313961460000001,5.224959617607888,3.399352064694808
3357,-0.13667714,-0.3688845561429519,-0.13667714,-0.39526886,Fu,0.2322074161429519,0.25859171999999997,1.7068973971591797,1.8138096995252329
3365,-0.053056729,-0.1208998838096049,-0.053056729,-0.3761451,Fu,0.0678431548096049,0.323088371,1.1690771032787195,2.1042065638354717
3373,-0.301029996,-0.3640044848649912,-0.301029996,-0.5080551,Fu,0.06297448886499118,0.20702510399999996,1.1560443323509937,1.610738739784357
3446,-0.013228266,-0.0928364171382216,-0.013228266,-0.11383124,Fu,0.0796081511382216,0.100602974,1.2011801623033456,1.260674516452863
3478,-1.823908741,-1.337763007133101,-1.823908741,-1.1097379,Fu,0.48614573386689885,0.7141708409999998,3.06299109272911,5.17810486078261
3519,-0.494850022,-0.4971983381008724,-0.494850022,-0.31389895,Fu,0.002348316100872383,0.180951072,1.0054218429254451,1.516879464851931
3559,-0.612610174,-0.942943716787572,-0.612610174,-1.0090299,Fu,0.3303335427875721,0.3964197260000001,2.1396046978470307,2.491263849175061
3657,0.0,-0.4255818413608472,0.0,-0.04736884,Fu,0.4255818413608472,0.04736884,2.664292126514936,1.115241289742126
3676,-0.522878745,-0.2782339516349724,-0.522878745,-0.32064423,Fu,0.2446447933650276,0.202234515,1.756486407477773,1.5930687372026975
3730,-0.005096556,-0.2743491125957777,-0.005096556,-0.19380116,Fu,0.26925255659577774,0.188704604,1.8588851439852554,1.54420375435188
3749,-1.0,-1.8800306369276036,-1.0,-1.779127,Fu,0.8800306369276036,0.7791269999999999,7.586310901139376,6.013495634084148
3767,-0.022276395,-0.3069603469394922,-0.022276395,-0.0630402,Fu,0.2846839519394922,0.040763805,1.926122710475566,1.0984082976251341
3779,-0.214138307,-0.1605225368711742,-0.214138307,-0.173621,Fu,0.05361577012882579,0.040517307,1.1313989468041157,1.0977850370581255
3822,-1.259637311,-0.9702997087762804,-1.259637311,-1.0993239,Fu,0.28933760222371974,0.16031341100000018,1.9468729104772213,1.4464832567748909
3825,-2.0,-1.9114202494186077,-2.0,-1.6249311,Fu,0.08857975058139234,0.37506890000000004,1.2262520617355996,2.3717499494694527
3869,-0.301029996,-0.4783064497608407,-0.301029996,-0.401505,Fu,0.17727645376084067,0.10047500399999998,1.5040991082036255,1.2603030985365653
3883,-1.739430958,-1.6868434663330267,-1.739430958,-1.7326244,Fu,0.052587491666973296,0.006806558000000074,1.1287233038445272,1.0157961395614137
3958,-0.823908741,-1.4594104340986127,-0.823908741,-1.621383,Fu,0.6355016930986127,0.797474259,4.320178518380216,6.272985143704728
3961,-1.853871964,-1.8167175806956712,-1.853871964,-1.9411612,Fu,0.03715438330432885,0.08728923599999994,1.0893172557702957,1.2226136381545547
3965,-1.397940009,-0.9694487045277338,-1.397940009,-1.0400734,Fu,0.42849130447226624,0.357866609,2.6822009035279497,2.279641785872745
4030,-1.124938737,-1.6235197824175294,-1.124938737,-1.5499718,Fu,0.49858104541752946,0.4250330630000001,3.151962525565732,2.6609276294953097
4041,-2.124938737,-1.5422677276698444,-2.124938737,-1.2645713,Fu,0.5826710093301555,0.8603674369999998,3.8253485228150113,7.250491320633793
4046,-1.650804724,-0.9935539261659736,-1.650804724,-0.6260638,Fu,0.6572507978340263,1.024740924,4.542038360838911,10.586220215941646
4054,-0.259637307,-0.4181176658027896,-0.259637307,-0.32813036,Fu,0.1584803588027896,0.06849305300000003,1.4403908663359841,1.1708278735391249
4058,-0.37675071,-0.3064992853853109,-0.37675071,-0.366708,Fu,0.07025142461468908,0.01004271000000001,1.1755779312758377,1.0233936313508636
4062,-0.576754126,-0.415474992168992,-0.576754126,-0.40673357,Fu,0.161279133831008,0.170020556,1.4497033211150916,1.479178398893323
4174,-0.051489231,-0.2845473278112436,-0.051489231,-0.90753365,Fu,0.2330580968112436,0.856044419,1.7102440840163247,7.178677099688524
4178,-0.346787486,-0.5310155345610176,-0.346787486,-0.4909109,Fu,0.1842280485610176,0.144123414,1.5283683956701655,1.3935527542931945
4197,-0.522878745,-0.8120827400801597,-0.522878745,-0.9187946,Fu,0.2892039950801597,0.39591585500000004,1.9462740630773947,2.4883751463439054
4212,-0.660051938,-0.7208609667222847,-0.660051938,-0.48959935,Fu,0.060809028722284775,0.17045258799999996,1.1502944614747592,1.4806506035740452
4264,-1.397940009,-0.7931408760675434,-1.397940009,-0.8157958,Fu,0.6047991329324567,0.5821442090000001,4.02530815321925,3.8207111782839576
4342,-0.045757491,-0.0900746924961104,-0.045757491,-0.2581417,Fu,0.0443172014961104,0.212384209,1.1074323389014487,1.6307380661118804
4411,-0.53387413,-0.2191572150297736,-0.53387413,-0.22972827,Fu,0.31471691497022636,0.30414585999999993,2.064034323169256,2.0144006829298764
4440,-0.124938737,-0.262305544399391,-0.124938737,-0.34544316,Fu,0.13736680739939103,0.22050442300000003,1.3720401092039098,1.661515599110075
4485,-1.301029996,-1.2714828211521667,-1.301029996,-0.5608939,Fu,0.029547174847833313,0.7401360960000001,1.0704026481224413,5.49713111907446
4499,-2.0,-1.4405945634272848,-2.0,-1.0796008,Fu,0.5594054365727152,0.9203992000000001,3.6258132906797162,8.325286731733403
4506,-0.886056648,-0.8754692299612957,-0.886056648,-0.91461015,Fu,0.010587418038704222,0.028553502000000064,1.0246780144014467,1.0679563490833976
4509,-0.41595161,-0.6038313706613828,-0.41595161,-0.110474855,Fu,0.1878797606613828,0.30547675500000004,1.5412736748264466,2.0205832802259134
4583,-0.167491087,-0.3243837203927877,-0.167491087,-0.41238838,Fu,0.15689263339278767,0.244897293,1.4351345944439762,1.7575079289329345
4594,-1.301029996,-1.409913276013442,-1.301029996,-1.4532136,Fu,0.10888328001344205,0.15218360399999997,1.2849412756700516,1.4196575747182185
4631,-0.576754126,-0.4739866796977258,-0.576754126,-0.30852258,Fu,0.10276744630227419,0.268231546,1.2669732520899937,1.854520105379278
4634,-1.453567191,-0.8538154927298867,-1.453567191,-0.8838053,Fu,0.5997516982701134,0.5697618910000001,3.978796234618662,3.713315847071241
4679,-1.698970004,-1.6668109110000835,-1.698970004,-1.6077149,Fu,0.03215909299991648,0.09125510400000003,1.076859622168702,1.2338293701400889
4739,-0.013228259,-0.0861047848443852,-0.013228259,-0.037863582,Fu,0.0728765258443852,0.024635323,1.1827052532854088,1.0583646433439011
4746,-1.403437701,-1.5999731020069785,-1.403437701,-1.6302125,Fu,0.19653540100697842,0.22677479899999997,1.5722999514319402,1.6856786993596604
4790,-1.889312012,-1.3665040187300923,-1.889312012,-1.840039,Fu,0.5228079932699077,0.049273012000000005,3.332790335816698,1.120141820702757
4828,-0.22184875,-0.5131466487033819,-0.22184875,-0.33628705,Fu,0.29129789870338185,0.11443829999999997,1.9556804696137418,1.3014824014899014
4831,-0.154901963,-0.1732144404283013,-0.154901963,-0.38385144,Fu,0.018312477428301305,0.22894947699999998,1.043067652763081,1.6941407036542497
4836,-0.11350928,-0.0520568419323941,-0.11350928,-0.12038803,Fu,0.061452438067605905,0.006878749999999989,1.151999891192349,1.0159650075835838
4906,-0.145693958,-0.2839393030825479,-0.145693958,-0.31812677,Fu,0.13824534508254788,0.172432812,1.3748184290004213,1.4874172437768214
4919,-0.301029996,-0.3588503376789769,-0.301029996,-0.54814065,Fu,0.05782034167897687,0.24711065399999999,1.1424056482893508,1.7664878472343148
4929,-2.903089987,-1.8357418031642816,-2.903089987,-1.7616078,Fu,1.0673481838357184,1.141482187,11.677454501515609,13.851033734310592
4943,-1.677780705,-1.6563776005776378,-1.677780705,-1.3731775,Fu,0.02140310442236215,0.30460320500000004,1.0505170475302625,2.016523116844719
4976,-1.096910018,-1.0765294409339858,-1.096910018,-0.6694509,Fu,0.02038057706601415,0.427459118,1.0480465605721552,2.6758336936550817
5002,-0.769551079,-1.1464178303616066,-0.769551079,-1.0548568,Fu,0.37686675136160663,0.28530572100000007,2.3815886469658176,1.9288822693866812
5029,-1.431798276,-1.382730515475817,-1.431798276,-1.3681071,Fu,0.04906776052418316,0.06369117600000007,1.1196125566871804,1.1579536499650882
5035,-1.88941029,-1.8482054272648456,-1.88941029,-2.0498507,Fu,0.041204862735154446,0.16044040999999987,1.099524378032579,1.4469063079464142
5070,-1.470029056,-1.2344576443197413,-1.470029056,-1.2897182,Fu,0.23557141168025875,0.18031085599999996,1.7201701680949146,1.5146450016049657
5074,-2.0,-1.7377089689778702,-2.0,-1.6446458,Fu,0.2622910310221298,0.35535420000000006,1.8293256799713553,2.2664920497077663
5076,-1.789146635,-1.4183564532398902,-1.789146635,-1.2248564,Fu,0.3707901817601098,0.5642902350000001,2.348497930184417,3.666825433480975
5095,-0.221848742,-0.1882947801423888,-0.221848742,-0.31484413,Fu,0.0335539618576112,0.09299538800000001,1.0803238446916608,1.238783431172061
5125,-1.171225208,-1.830217097857619,-1.171225208,-2.9088268,Fu,0.658991889857619,1.7376015919999999,4.560283998638486,54.651437788240855
5155,-0.00290499,0.0469260855150208,-0.00290499,0.011471868,Fu,0.049831075515020806,0.014376858,1.1215821155021772,1.033657970945911
5193,-0.301029996,-0.3082353308397534,-0.301029996,-0.21145809,Fu,0.007205334839753386,0.08957190600000003,1.0167292898134555,1.2290566642563203
5215,-0.346787486,-0.2858162597169736,-0.346787486,-0.5407667,Fu,0.06097122628302637,0.19397921400000007,1.1507241464196931,1.563072829787654
5216,-0.547574867,-0.6995560933952647,-0.547574867,-1.274032,Fu,0.15198122639526468,0.726457133,1.4189961802483997,5.326686447146755
5253,-0.000434512,0.033497542686699,-0.000434512,-0.10911557,Fu,0.033932054686699,0.108681058,1.0812647743358625,1.2843431033785546
5291,-1.072119311,-1.5680900593142764,-1.072119311,-1.6102827,Fu,0.49597074831427634,0.5381633889999999,3.133074690543508,3.452736127329487
5329,-0.638272164,-0.771562542430887,-0.638272164,-1.0584937,Fu,0.13329037843088698,0.4202215360000001,1.3592219472324778,2.6316100483073464
5339,-2.259637311,-1.8009965098417546,-2.259637311,-2.0138836,Fu,0.45864080115824546,0.24575371099999987,2.875019542983884,1.7609771106399366
5344,-1.102372909,-1.107725707976979,-1.102372909,-1.3258028,Fu,0.005352798976978823,0.22342989099999988,1.012401544358004,1.672745580040127
5358,-0.083546051,-0.2090557917704909,-0.083546051,-0.29937565,Fu,0.12550974077049093,0.21582959899999998,1.3350875338420103,1.643726659475156
5379,-0.096910013,-0.3612154212280191,-0.096910013,-0.34966767,Fu,0.26430540822801907,0.25275765699999997,1.8378303035482246,1.789606947159292
5403,-0.13076828,-0.1752201321501496,-0.13076828,-0.105504274,Fu,0.0444518521501496,0.02526400599999999,1.1077757455384687,1.0598978373333214
5467,-0.001087096,0.0796104996076787,-0.001087096,-0.2272065,Fu,0.0806975956076787,0.226119404,1.2041971516350412,1.6831367554966647
5472,-1.425968732,-1.4025601892687036,-1.425968732,-1.2578633,Fu,0.023408542731296444,0.16810543200000017,1.0553792294599555,1.472669973461954
5487,-0.15490196,-0.602952841129285,-0.15490196,-0.5102992,Fu,0.44805088112928504,0.35539723999999995,2.8057623365645132,2.2667166775945953
5504,-0.11350928,-0.1911614224702782,-0.11350928,-0.370843,Fu,0.0776521424702782,0.25733372,1.1957823599592947,1.808563326073806
5556,-1.0,-1.0990061046520605,-1.0,-0.9685731,Fu,0.0990061046520605,0.031426900000000035,1.2560476191800711,1.0750456345889272
5566,-2.108226859,-1.4424172253194762,-2.108226859,-1.3236105,Fu,0.6658096336805239,0.7846163590000002,4.632438194094015,6.0899869079200055
5717,-2.0,-2.438246903730697,-2.0,-2.2305634,Fu,0.43824690373069686,0.23056339999999986,2.743133246177343,1.7004481735713068
5735,-0.698970004,-0.3645687354138273,-0.698970004,-0.35634577,Fu,0.3344012685861727,0.34262423399999997,2.1597389893373995,2.201021242311343
5754,-1.0,-0.5873935130061817,-1.0,-0.473431,Fu,0.4126064869938183,0.5265690000000001,2.5858688048806626,3.3617777618190807
5954,-1.950468952,-1.8120045989236877,-1.950468952,-2.2771406,Fu,0.13846435307631233,0.32667164800000004,1.3755119035213392,2.1216397718422333
5959,-0.358525889,-0.6642912966141363,-0.358525889,-0.4322796,Fu,0.30576540761413634,0.073753711,2.0219267016595373,1.1850964877116839
6249,-0.070581074,-0.2377365658000467,-0.070581074,-0.20291427,Fu,0.1671554918000467,0.13233319600000001,1.4694522960343803,1.3562295290678446
6292,-0.823908726,-1.146480582712685,-0.823908726,-1.3709605,Fu,0.32257185671268496,0.547051774,2.101705480473226,3.5241288110186026
6464,-0.420216403,-0.2854184640520013,-0.420216403,-0.13715392,Fu,0.13479793894799874,0.28306248300000003,1.3639483945364397,1.918944804052042
6569,-0.058304752,-0.2963852402863233,-0.058304752,-0.43225628,Fu,0.23808048828632328,0.373951528,1.7301369777419968,2.365655649783621
6634,-1.522878745,-1.183733938560304,-1.522878745,-1.3054004,Fu,0.339144806439696,0.21747834500000018,2.1834578189668896,1.6499787272374518
6643,-3.0,-1.095761705742712,-3.0,-1.2941487,Fu,1.904238294257288,1.7058513,80.21180590728417,50.798548139479365
6726,-0.397940003,-1.0153270080785473,-0.397940003,-0.6818346,Fu,0.6173870050785473,0.28389459699999997,4.143687593730522,1.9226250523798323
7028,0.0,-0.3875972973414054,0.0,-0.39325476,Fu,0.3875972973414054,0.39325476,2.4411659143846216,2.4731745000116185
7421,-0.616184634,-0.2836898367115403,-0.616184634,-0.3785525,Fu,0.3324947972884597,0.237632134,2.1502789195196144,1.7283517511587727
7714,-1.462180905,-1.09661194920504,-1.462180905,-1.3289254,Fu,0.3655689557949602,0.13325550500000016,2.320432586685238,1.3591128073940824
7964,-0.694605633,-1.0400872654514324,-0.694605633,-1.2093093,Fu,0.3454816324514324,0.5147036669999999,2.2155503924053,3.2711741604852564
8223,-1.698970004,-1.445533107448735,-1.698970004,-0.86396325,Fu,0.253436896551265,0.835006754,1.7924080946468202,6.83922283325349
8268,-2.90308726,-2.446588966296007,-2.90308726,-2.4249768,Fu,0.456498293703993,0.4781104599999999,2.860871120552183,3.0068409759854697
8411,-0.586340928,-0.7350700470484384,-0.586340928,-1.0305102,Fu,0.14872911904843833,0.4441692719999999,1.408410061809353,2.780796908820728
8461,-1.017633775,-0.9104264279630656,-1.017633775,-1.2387942,Fu,0.10720734703693435,0.2211604250000001,1.2799922703787419,1.6640272155519347
8652,-1.725842151,-1.583377535198871,-1.725842151,-1.706448,Fu,0.1424646158011289,0.01939415099999997,1.3882401982721881,1.0456688023838758
8784,-1.301899454,-0.5993548481654152,-1.301899454,-0.55754566,Fu,0.7025446058345848,0.7443537939999999,5.041323952416471,5.550777177728682
9565,-0.698970004,-0.866951510206896,-0.698970004,-0.8312918,Fu,0.167981506206896,0.13232179600000005,1.4722498075005903,1.3561939292286673
9801,-1.522878745,-1.7333173266703257,-1.522878745,-1.4253647,Fu,0.2104385816703256,0.09751404500000005,1.623448744615455,1.2517397533999872
10391,-0.275724143,-0.3769086077190189,-0.275724143,-0.5703342,Fu,0.10118446471901893,0.29461005700000004,1.2623636042641075,1.9706525380552329
10707,-1.15805269,-0.4233335558494929,-1.15805269,-0.38203672,Fu,0.7347191341505073,0.7760159700000001,5.428991155672906,5.970572413385753
10783,-0.443697496,-1.0363209757722722,-0.443697496,-1.0667179,Fu,0.5926234797722723,0.623020404,3.914023958872873,4.197787055483011
10800,-2.57888987,-1.4974254092804729,-2.57888987,-1.5084624,Fu,1.081464460719527,1.0704274699999998,12.06325367878006,11.76054559531014
12281,-1.282329497,-0.9459245996288228,-1.282329497,-0.9124731,Fu,0.3364048973711773,0.36985639700000006,2.1697260208254354,2.3434538051491005
12560,-1.0,-0.6379800272819578,-1.0,-0.3866956,Fu,0.3620199727180422,0.6133044000000001,2.3015476605803764,4.104917186578748
12932,-2.170696227,-2.076651480220339,-2.170696227,-2.0545726,Fu,0.09404474677966101,0.1161236269999999,1.2417802456779687,1.3065427578667699
13263,-2.488116639,-1.49386805484412,-2.488116639,-1.7724879,Fu,0.9942485841558797,0.7156287389999998,9.868441799663975,5.195516626816175
13314,-0.920818754,-1.520641050036095,-0.920818754,-1.5010501,Fu,0.5998222960360949,0.580231346,3.979443069817143,3.8039197482553924
13342,-0.853871964,-0.494187906501134,-0.853871964,-0.37712586,Fu,0.359684057498866,0.476746104,2.2892016881292516,2.997409669581928
13878,-0.337950837,-0.1628521833571585,-0.337950837,-0.45718673,Fu,0.1750986536428415,0.11923589299999998,1.4965755772096394,1.3159394086338747
15387,-0.301029996,-0.1269117410935039,-0.301029996,-0.4241494,Fu,0.17411825490649613,0.12311940399999999,1.4932009408768805,1.327759458909211
16003,-1.719877104,-2.7220458533484937,-1.719877104,-2.4481215,Fu,1.0021687493484936,0.728244396,10.050062193705331,5.3486526618576065
16421,-1.993107788,-2.07194827864228,-1.993107788,-2.4356804,Fu,0.07884049064227971,0.44257261199999975,1.1990588272989087,2.770592230464402
17004,-1.565431096,-1.2054825808716882,-1.565431096,-1.2069306,Fu,0.3599485151283117,0.358500496,2.2905960904033935,2.2829715320188533
22419,-2.124938737,-1.6904245099300417,-2.124938737,-1.4749919,Fu,0.43451422706995824,0.6499468369999999,2.7196575780088468,4.466289159176857
26098,-2.259637311,-0.6932356530739401,-2.259637311,-0.386072,Fu,1.56640165792606,1.8735653110000001,36.84695957836984,74.74210260045747
27447,-0.070581074,-0.2799912631856439,-0.070581074,-0.2424665,Fu,0.20941018918564389,0.171885426,1.6196090289130345,1.4855436798236745
29393,-2.425968732,-2.375122507771931,-2.425968732,-2.5920067,Fu,0.05084622422806895,0.16603796800000037,1.1242068423030769,1.4656759714183927
30479,-0.310831784,-0.60564786098378,-0.310831784,-0.49869964,Fu,0.29481607698378,0.187867856,1.9715875951039663,1.5412314267885687
30668,-0.397940003,-0.7725000693192832,-0.397940003,-0.599491,Fu,0.3745600663192832,0.201550997,2.3689727565642458,1.5905634446613732
31072,-0.031517049,-0.0459586677722092,-0.031517049,-0.17866458,Fu,0.014441618772209203,0.147147531,1.0338121186093632,1.4032903250888908
31315,-1.575118363,-1.583547371881455,-1.575118363,-1.7107027,Fu,0.008429008881454925,0.13558433699999983,1.0195980797680522,1.3664203993667612
31703,-0.602059991,-1.3227281163910372,-0.602059991,-0.9989617,Fu,0.7206681253910372,0.396901709,5.2561545357098485,2.4940302056888375
31729,-0.183758698,-0.2642650171791052,-0.183758698,-0.5009174,Fu,0.08050631917910522,0.31715870199999996,1.2036669035560144,2.0756718809893564
32154,-1.165837953,-1.5485578790765202,-1.165837953,-1.6677359,Fu,0.38271992607652017,0.501897947,2.4139036203192212,3.176127638323966
33255,-0.838631998,-0.4933528425672846,-0.838631998,-0.39740458,Fu,0.34527915543271537,0.441227418,2.2145176980000203,2.7620238094263305
